"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"84","Nagaland","Providing CCTV camera system for security of public areas","WS/MP233/2025-2026/225201","KOHIMA(DEPUTY COMMISIONER_7)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","18-Dec-2025","Nagaland Police ANPR","Payment Success","2000000"
"85","Nagaland","Construction of rooms and halls in school and colleges","WS/MP233/2023-2024/56790","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","23-Dec-2023","T YAHNA KONYAK","Payment Success","5000000"
"86","Nagaland","Construction of rooms and halls in school and colleges","WS/MP233/2023-2024/56790","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","10-May-2024","T YAHNA KONYAK","Payment Success","5000000"
"87","Nagaland","Construction of rooms and halls in school and colleges","WS/MP233/2023-2024/56811","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","23-Dec-2023","A PEIHWANG WANGSA","Payment Success","2500000"
"88","Nagaland","Construction of rooms and halls in school and colleges","WS/MP233/2023-2024/56811","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","15-Jun-2024","A PEIHWANG WANGSA","Payment Success","2500000"
"89","Nagaland","Purchase of IT systems, including hardware and software for educational purposes","WS/MP233/2024-2025/133819","PEREN(Deputy Commissioner Peren_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","07-Sep-2024","PRINCIPAL ST XAVIER COLLEGE","Payment Success","1500000"
"90","Nagaland","Purchase of vehicles for mobile libraries","WS/MP233/2025-2026/248292","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","17-Jan-2026","S Manlip Konyak","Payment Success","1000000"
"91","Nagaland","Purchase of training equipment","WS/MP233/2024-2025/133828","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","06-Oct-2024","P NGINJAI KONYAK","Payment Success","200000"
"92","Nagaland","Purchase of training equipment","WS/MP233/2024-2025/133828","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","16-Oct-2024","P NGINJAI KONYAK","Payment Success","100000"
"93","Nagaland","Installing tube-wells and borewells","WS/MP233/2025-2026/225203","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","10-Sep-2025","Pangom Konyak","Payment Success","1200000"
"94","Nagaland","Installing tube-wells and borewells","WS/MP233/2025-2026/225203","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","02-Mar-2026","Pangom Konyak","Payment Success","800000"
"95","Nagaland","Construction of water tanks","WS/MP233/2024-2025/133827","TUENSANG(Deputy Commissioner Tuensang_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","20-Oct-2024","YANGDIPI SANGTAM","Payment Success","1000000"
"96","Nagaland","Construction of water tanks","WS/MP233/2024-2025/133827","TUENSANG(Deputy Commissioner Tuensang_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","27-Nov-2024","YANGDIPI SANGTAM","Payment Success","1000000"
"97","Nagaland","Construction of water tanks","WS/MP233/2025-2026/230257","TUENSANG(Deputy Commissioner Tuensang_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","01-Dec-2025","Y P CHILLIO","Payment Success","600000"
"98","Nagaland","Construction of water tanks","WS/MP233/2025-2026/230257","TUENSANG(Deputy Commissioner Tuensang_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","06-Feb-2026","Y P CHILLIO","Payment Success","400000"
"99","Nagaland","Construction of water tanks","WS/MP233/2026-2027/285801","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","15-Jul-2026","Jacob S Konyak","Payment Success","187200"
