"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"79","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/34048","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"80","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/34049","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"81","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/34050","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"82","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/34051","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"83","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/34052","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"84","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/34053","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"85","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/34054","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"86","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/34055","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"87","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/34056","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"88","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/34057","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"89","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/34058","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"90","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/34059","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"91","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/34060","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
