"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"230","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252507","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"231","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252507","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"232","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252508","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"233","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252508","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"234","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252509","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"235","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252509","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"236","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252510","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"237","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252510","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"238","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252513","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","RAMA KANT","Payment Success","107562"
"239","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252513","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","RAMA KANT","Payment Success","49397"
"240","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252514","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","RAMA KANT","Payment Success","107562"
"241","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252514","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","RAMA KANT","Payment Success","49397"
"242","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252515","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","RAMA KANT","Payment Success","107562"
"243","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252515","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","RAMA KANT","Payment Success","49397"
"244","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252516","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","RAMA KANT","Payment Success","107562"
"245","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252516","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","RAMA KANT","Payment Success","49397"
"246","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252517","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","RAMA KANT","Payment Success","107562"
"247","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252517","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","RAMA KANT","Payment Success","49397"
"248","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252537","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"249","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252537","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"250","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252538","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"251","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252538","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"252","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252539","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"253","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252539","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"254","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252540","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"255","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252540","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"256","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252541","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"257","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252541","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"258","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252542","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"259","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252542","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"260","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252543","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"261","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252543","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"262","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252544","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"263","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252544","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"264","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252546","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"265","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252546","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"266","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252547","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"267","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252547","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"268","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252548","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"269","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252548","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"270","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252549","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"271","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252549","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"272","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252550","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"273","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252550","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"274","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252554","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"275","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252554","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"276","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252555","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"277","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252555","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"278","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252556","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"279","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252556","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"280","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252557","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"281","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252557","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"282","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252558","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"283","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252558","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"284","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252559","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"285","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252559","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"286","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252560","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"287","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252560","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"288","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252561","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"289","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252561","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"290","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252562","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"291","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252562","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"292","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252563","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"293","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252563","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"294","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252564","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"295","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252564","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"296","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252565","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"297","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252565","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"298","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252566","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"299","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252566","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"300","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252567","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","24-Mar-2026","Shiv kumar thekedar","Payment Success","107562"
"301","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/252567","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","27-May-2026","Shiv kumar thekedar","Payment Success","49397"
"302","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/259848","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","12-May-2026","Shiv kumar thekedar","Payment Success","968050"
"303","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/259848","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","02-Jul-2026","Shiv kumar thekedar","Payment Success","444582"
"304","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/259849","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","14-May-2026","Shiv kumar thekedar","Payment Success","1505855"
"305","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/259849","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","02-Jul-2026","Shiv kumar thekedar","Payment Success","691573"
"306","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/259851","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","12-May-2026","Shiv kumar thekedar","Payment Success","1290732"
"307","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/259851","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","02-Jul-2026","Shiv kumar thekedar","Payment Success","592778"
"308","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/259852","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","12-May-2026","Shiv kumar thekedar","Payment Success","1613416"
"309","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2025-2026/259852","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","02-Jul-2026","Shiv kumar thekedar","Payment Success","740971"
"310","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168942","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","25-Jun-2025","Shiv Kumar","Payment Success","108349"
"311","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168942","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"312","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168943","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","25-Jun-2025","Shiv Kumar","Payment Success","108349"
"313","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168943","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"314","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168944","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","25-Jun-2025","Shiv Kumar","Payment Success","108349"
"315","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168944","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"316","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168945","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","25-Jun-2025","Shiv Kumar","Payment Success","108349"
"317","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168945","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"318","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168946","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","25-Jun-2025","Shiv Kumar","Payment Success","108349"
"319","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168946","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"320","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168947","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","25-Jun-2025","Shiv Kumar","Payment Success","108349"
"321","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168947","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","22-Sep-2025","Shiv Kumar","Payment Success","57701"
"322","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168948","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","25-Jun-2025","Shiv Kumar","Payment Success","108349"
"323","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168948","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"324","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168949","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","26-Jun-2025","Shiv Kumar","Payment Success","108349"
"325","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168949","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"326","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168950","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","26-Jun-2025","Shiv Kumar","Payment Success","108349"
"327","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168950","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"328","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168951","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","26-Jun-2025","Shiv Kumar","Payment Success","108349"
"329","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168951","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"330","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168961","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","26-Jun-2025","Shiv Kumar","Payment Success","108349"
"331","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168961","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"332","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168962","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","26-Jun-2025","Shiv Kumar","Payment Success","108349"
"333","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168962","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"334","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168963","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","26-Jun-2025","Shiv Kumar","Payment Success","108349"
"335","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168963","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"336","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168964","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","26-Jun-2025","Shiv Kumar","Payment Success","108349"
"337","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168964","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"338","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168965","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","26-Jun-2025","Shiv Kumar","Payment Success","108349"
"339","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168965","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"340","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168966","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","26-Jun-2025","Shiv Kumar","Payment Success","108349"
"341","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168966","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","21-Sep-2025","Shiv Kumar","Payment Success","57701"
"342","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168967","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","26-May-2025","Shiv Kumar","Payment Success","108338"
"343","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168967","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","57695"
"344","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168968","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","26-May-2025","Shiv Kumar","Payment Success","108338"
"345","Uttar Pradesh","Lighting of public spaces","WS/MP18226/2024-2025/168968","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","UTKARSH VERMA MADHUR","KHERI","20-Sep-2025","Shiv Kumar","Payment Success","57695"
