"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"72","Normal/Others","WS/MP015/2023-2024/11863-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Mecadam road at First street south side in Golden city , Chettikulam Village,Madurai District(2022-2023)","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","26-Jan-2024","998188"
"73","Normal/Others","WS/MP015/2023-2024/38375-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at Andal Street West Side in Venkatachalapathy Nagar,Thuvariman,Madurai.2023-24","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","30-Jan-2024","996778"
"74","Normal/Others","WS/MP015/2023-2024/38377-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at Ragunathan Street in Venkatachalapathy Nagar,Thuvariman,Madurai.2023-24","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","30-Jan-2024","998240"
"75","Normal/Others","WS/MP015/2023-2024/38373-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at Andal Street East Side in Venkatachalapathy Nagar,Thuvariman,Madurai.2023-24","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","30-Jan-2024","996561"
"76","Normal/Others","WS/MP015/2023-2024/38378-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at Pathmanathan Street in Venkatachalapathy Nagar,Thuvariman,Madurai.2023-24","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","31-Jan-2024","998016"
"77","Normal/Others","WS/MP015/2023-2024/38374-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at Srinivasan Street in Venkatachalapathy Nagar,Thuvariman,Madurai.2023-24","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","31-Jan-2024","997868"
"78","Normal/Others","WS/MP015/2023-2024/38376-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at Cross Street in Srinivasan Street in Venkatachalapathy Nagar,Thuvariman,Madurai.2023-24","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","31-Jan-2024","996990"
"79","Normal/Others","WS/MP015/2023-2024/38312-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at Vaigai Nathi Street North side in Maharaja Nagar,Viraganur,Madurai (SC Area) (Dt).2023-2024","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","01-Feb-2024","996020"
"80","Normal/Others","WS/MP015/2023-2024/38313-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at Fifth Street South side in Maharaja Nagar,Viraganur,Madurai (SC Area) (Dt).2023-2024","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","01-Feb-2024","996776"
"81","Normal/Others","WS/MP015/2023-2024/38314-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at Fourth Street South side in Maharaja Nagar,Viraganur,Madurai (SC Area) (Dt).2023-2024","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","02-Feb-2024","996852"
"82","Normal/Others","WS/MP015/2023-2024/38310-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at Krishan Nathi Street North side in Maharaja Nagar,Viraganur,Madurai (SC Area) (Dt).2023-2024","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","16-Mar-2024","996021"
"83","Normal/Others","WS/MP015/2023-2024/38309-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at Fourth Street North side in Maharaja Nagar,Viraganur,Madurai (SC Area) (Dt).2023-2024","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","03-Feb-2024","995838"
"84","Normal/Others","WS/MP015/2023-2024/38308-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at Fifth Street North side in Maharaja Nagar,Viraganur,Madurai (SC Area) (Dt).2023-2024","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","12-Feb-2024","996440"
"85","Normal/Others","WS/MP015/2023-2024/38307-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at Vaigai Nathi Street South side in Maharaja Nagar,Viraganur,Madurai (SC Area) (Dt).2023-2024","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","03-Feb-2024","996759"
"86","Normal/Others","WS/MP015/2023-2024/38306-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at Bankers Colony Street East side in Maharaja Nagar,Viraganur,Madurai (SC Area) (Dt).2023-2024","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","03-Feb-2024","995954"
"87","Normal/Others","WS/MP015/2023-2024/38311-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at Bankers Colony Street West side in Maharaja Nagar,Viraganur,Madurai (SC Area) (Dt).2023-2024","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","12-Feb-2024","997704"
"88","Normal/Others","WS/MP015/2023-2024/38251-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at Krishna 1st Street in V.T.Mani Nagar,K.Vellakulam Village,Kallikudi,Madurai (Dt).2023-24","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","19-Feb-2024","996539"
"89","Normal/Others","WS/MP015/2023-2024/38305-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at Krishan Nathi Street South side in Maharaja Nagar,Viraganur,Madurai (SC Area) (Dt).2023-2024","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","02-Apr-2024","996580"
"90","Normal/Others","WS/MP015/2023-2024/11763-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road at Chellayipuram Main Road in Veerapandi Village, Madurai District.(2022-2023)","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","08-Apr-2024","998496"
"91","Normal/Others","WS/MP015/2023-2024/11876-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road at First street west side in Kailash Nagar,Veerapandi village,Madurai District. (SC Area) (2022-2023)","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","08-Apr-2024","998261"
"92","Normal/Others","WS/MP015/2023-2024/11873-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road at Second street in Kailash Nagar,Veerapandi village,Madurai District. (SC Area) (2022-2023)","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","08-Apr-2024","998184"
"93","Normal/Others","WS/MP015/2023-2024/11877-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road at Third street West side in Kailash Nagar,Veerapandi village,Madurai District. (SC Area)(2022-2023)","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","08-Apr-2024","998188"
"94","Normal/Others","WS/MP015/2023-2024/11875-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road at Third street East side in Kailash Nagar,Veerapandi village,Madurai District. (SC Area) (2022-2023)","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","08-Apr-2024","998355"
"95","Normal/Others","WS/MP015/2023-2024/11872-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road at First street side in Kailash Nagar,veerapandi village,Madurai District. (SC Area) (2022-2023)","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","10-Apr-2024","998435"
"96","Normal/Others","WS/MP015/2023-2024/11874-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road at Cross street in Kailash Nagar,Veerapandi village,Madurai District. (SC Area) (2022-2023)","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","10-Apr-2024","998128"
"97","Normal/Others","WS/MP015/2023-2024/116844-Development of public parks","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing of Park to Mani Garden at Y.Pudhupatti Panchayat,Madurai dist.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","26-Jul-2024","2996314"
"98","Normal/Others","WS/MP015/2023-2024/5143-Construction of bus-sheds or bus-stops","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Construction of Bus Shelter from Nallukurichi village at Nallukurichi Pt (Vikkaramapadiapuram Revenue Village) - 2022-2023","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2024","474121"
"99","Normal/Others","WS/MP015/2024-2025/137855-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Tamil Nadu","TENKASI(DISTRICT COLLECTOR TENKASI_IDA)","Construction of  flood Production wall in  Kadambankulam Tank Sluice No.1 Left side in Kadambankulam Village of Melaneelidanallur (Tk), Tenkasi District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","25-Nov-2024","2489393"
"100","Normal/Others","WS/MP015/2024-2025/137856-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Tamil Nadu","TENKASI(DISTRICT COLLECTOR TENKASI_IDA)","Construction of  flood Production wall in  Kadambankulam Tank Sluice No.1 Right side in Kadambankulam Village of Melaneelidanallur (Tk), Tenkasi District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","25-Nov-2024","2489393"
"101","Normal/Others","WS/MP015/2024-2025/148142-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Providing Paver block at Posukkudi patti village  Middle street to Ayyanar kovil Road  in posukkudi panchyat","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","29-Nov-2024","599391"
"102","Normal/Others","WS/MP015/2024-2025/148141-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Providing Paver block at Posukkudi patti village Paramakkudi-Keeranthai Road to Middle street in posukkudi panchyat.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","29-Nov-2024","592774"
"103","Normal/Others","WS/MP015/2024-2025/134065-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Thendral Nagar in Rengarajapuram,Podumbu Village,Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","23-Dec-2024","994379"
"104","Normal/Others","WS/MP015/2024-2025/134066-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at East Street in Rengarajapuram, Podumbu Village,Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","23-Dec-2024","994546"
"105","Normal/Others","WS/MP015/2024-2025/134067-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Cross Street in Thendral Nagar, Rengarajapuram,Podumbu Village,Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","23-Dec-2024","995432"
"106","Normal/Others","WS/MP015/2024-2025/134068-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Govt Primary School Road in Rengarajapuram,Podumbu Village,Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","23-Dec-2024","994756"
"107","Normal/Others","WS/MP015/2024-2025/134069-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Sivan Kovil Backside in Podumbu Village,Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","23-Dec-2024","994317"
"108","Normal/Others","WS/MP015/2024-2025/134070-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 1st Street in Mani Nagar, Podumbu Village,Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","24-Dec-2024","994608"
"109","Normal/Others","WS/MP015/2024-2025/134071-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Main Road North Side in Old Vishal Nagar,Podumbu Village,Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","27-Dec-2024","995348"
"110","Normal/Others","WS/MP015/2024-2025/134072-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Cross Street Sivan Kovil Backside in Podumbu Village,Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","26-Dec-2024","994927"
"111","Normal/Others","WS/MP015/2024-2025/134073-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Main Road South Side in Old Vishal Nagar,Podumbu Village,Madurai District..","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","26-Dec-2024","994814"
"112","Normal/Others","WS/MP015/2024-2025/163959-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 2nd Street in Mani Nagar, Podumbu Village,Madurai District","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","10-Jan-2025","994753"
"113","Normal/Others","WS/MP015/2023-2024/38363-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at 3st & 4nd Cross Street in  Annai Velu Nagar,Karuvanur Village,Madurai (Dt).2023-24","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","30-Jan-2025","995827"
"114","Normal/Others","WS/MP015/2023-2024/38362-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at 1st & 2nd Cross Street in  Annai Velu Nagar,Karuvanur Village,Madurai (Dt).2023-24","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","30-Jan-2025","997042"
"115","Normal/Others","WS/MP015/2024-2025/134055-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Abdulkalam Street North Side in Thinamani Nagar,Kovilpappakudi Village,Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","19-Feb-2025","995695"
