"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"74","Normal/Others","WS/MP007/2023-2024/118557-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring, Construction of Platform, Installation of Water Tank, Submirsible Pump etc. near Afroz house Noor Nagar Karim Miya chowk W.N.-21.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","484000"
"75","Normal/Others","WS/MP007/2023-2024/118558-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring, Construction of Platform, Installation of Water Tank, Submirsible Pump etc. near Jawed Fridge House Noor Nagar Karim Miya chowk W.N.-21.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","483995"
"76","Normal/Others","WS/MP007/2023-2024/118560-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring, Construction of Platform, Installation of Water Tank, Submirsible Pump etc. near Chhotanagpur Girls school Tharpakna W.N.-18.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","484000"
"77","Normal/Others","WS/MP007/2023-2024/118566-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring, Construction of Platform, Installation of Water Tank, Submirsible Pump etc. near Kuldeep Oraon House Mahadev toil Chutia W.N.-46.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","484000"
"78","Normal/Others","WS/MP007/2023-2024/118559-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring, Construction of Platform, Installation of Water Tank, Submirsible Pump etc. near Kallu House Anchal Shishu Ashram Old Ranchi W.N.-21.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","484000"
"79","Normal/Others","WS/MP007/2023-2024/118565-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring, Construction of Platform, Installation of Water Tank, Submirsible Pump etc. near Mantu Munda House Mahadev  toil  ChutiaW.N.-46.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","484000"
"80","Normal/Others","WS/MP007/2023-2024/118561-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring, Construction of Platform, Installation of Water Tank, Submirsible Pump etc. near Haidar House Hidpidi W.N.-23.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","484000"
"81","Normal/Others","WS/MP007/2023-2024/118563-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring, Construction of Platform, Installation of Water Tank, Submirsible Pump etc. near Shalo devi house Mahabir Mandir Lower Chutia W.N.-46.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","14-Dec-2025","484000"
"82","Normal/Others","WS/MP007/2023-2024/118568-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring, Construction of Platform, Installation of Water Tank, Submirsible Pump etc. near Madarsa Sautul Quran W.N.-22.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","483990"
"83","Normal/Others","WS/MP007/2024-2025/133435-Construction of common work sheds/ common covered sitting area","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of Shed near Dhumkudiya Bhawan Hindpidi ward No. 22 under Ranchi Urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","785000"
"84","Normal/Others","WS/MP007/2024-2025/133434-Construction of common work sheds/ common covered sitting area","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of shed near Akhara site in Lal Serum Toli Ward no. 14 under Ranchi urban area.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","630000"
"85","Normal/Others","WS/MP007/2024-2025/133433-Construction of common work sheds/ common covered sitting area","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of shed near Nayak pond ward 16 under Ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","17-Aug-2025","760000"
"86","Normal/Others","WS/MP007/2024-2025/133442-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of PCC  raod in Netaji Nagar Street No 8 Ward 13 under  Ranchi Urabn area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","465000"
"87","Normal/Others","WS/MP007/2024-2025/133441-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of PCC road in Dumsa toli, ward 13 under ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","950000"
"88","Normal/Others","WS/MP007/2024-2025/133440-Construction of toilet blocks","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of toilet near SPG Middle school ward 14 Chutiya under Ranchi Urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","880000"
"89","Normal/Others","WS/MP007/2024-2025/133439-Construction of toilet blocks","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of toilet near Vipan Girls Middle School, Ward 14 Chutiya under Ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","775000"
"90","Normal/Others","WS/MP007/2024-2025/133438-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of Platform and paver block laying work near Akhara Lalpur ward 11 under Ranchi Urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","485000"
"91","Normal/Others","WS/MP007/2024-2025/133437-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of PCC Road In Ekta lane Dangra toli ward No 16 under Ranchi Urban Area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","340000"
"92","Normal/Others","WS/MP007/2024-2025/133436-Construction of common work sheds/ common covered sitting area","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of Shed, Platform and Paver block laying near sarna site Old Ranchi ward No 21 under Ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","1175000"
"93","Normal/Others","WS/MP007/2024-2025/133429-Construction of common work sheds/ common covered sitting area","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of Shed near Muktidham Masna in Harmu Road Ward No.-28 under Ranchi Urban Area.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","735000"
"94","Normal/Others","WS/MP007/2024-2025/133430-Construction of common work sheds/ common covered sitting area","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of Shed and paver block laying work near sarna site in Lalpur ward 11 under Ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","17-Aug-2025","630000"
"95","Normal/Others","WS/MP007/2024-2025/133431-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Paver block laying in Ward 13 Disco colony under Ranchi urban area work","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","17-Aug-2025","480000"
"96","Normal/Others","WS/MP007/2024-2025/133432-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Paver block laying work near Primary middle school Makchund toli ward 13 under Ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","590000"
"97","Normal/Others","WS/MP007/2024-2025/133424-Construction of common work sheds/ common covered sitting area","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of shed near CNI Church Kanta Toli Ward No.-13 Under Ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","680000"
"98","Normal/Others","WS/MP007/2024-2025/133425-Construction of common work sheds/ common covered sitting area","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of shed and Paver block laying near Sarna Site ward No.-28 Irgu Toli under Ranchi Urban Area.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","980000"
"99","Normal/Others","WS/MP007/2024-2025/133426-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Paver block laying work near Sarna site in Rugdi Gadha Ward No.-34 under Ranchi Urban Area.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","765000"
"100","Normal/Others","WS/MP007/2024-2025/133427-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Paver block laying work near Old Ranchi Ward No.-21 Dhumkudiya Bhawan under Ranchi Urban Area.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","700000"
"101","Normal/Others","WS/MP007/2024-2025/133428-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Paver block laying work near urdu middle school church road ward 16 under Ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","640000"
"102","Normal/Others","WS/MP007/2024-2025/133218-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 23 south street, near atikur rehman house.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","15-Aug-2025","484000"
"103","Normal/Others","WS/MP007/2024-2025/133212-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 21 lake road, near rayin panchayat rayin school.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","15-Aug-2025","484000"
"104","Normal/Others","WS/MP007/2024-2025/133210-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 15 near rajendra sahu house.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","484000"
"105","Normal/Others","WS/MP007/2024-2025/133217-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 23 bari masjid markaj road, near ahmad raza guddu house.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","484000"
"106","Normal/Others","WS/MP007/2024-2025/133229-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 28 jan kalyan nagar gopal mandir road no 3 near satish jaiswal house.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","484000"
"107","Normal/Others","WS/MP007/2024-2025/133230-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 27 swarjayanti nagar durga mandir lane, near gudiya devi house.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","484000"
"108","Normal/Others","WS/MP007/2024-2025/133219-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 23 haazi subhan gali, near late haazi subhan house.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","484000"
"109","Normal/Others","WS/MP007/2024-2025/133215-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 23 tiwari tank road, near bablu bhai house.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","484000"
"110","Normal/Others","WS/MP007/2024-2025/133214-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 23 rayn masjid bhukwa barri gali, near munna chunna house.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","484000"
"111","Normal/Others","WS/MP007/2024-2025/133222-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 29 bano manjil road, pahari tola.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","484000"
"112","Normal/Others","WS/MP007/2024-2025/133220-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 29 irgu tola, road no 1, near ashwad house.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","484000"
"113","Normal/Others","WS/MP007/2024-2025/133237-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 22 nejam nagar, bacha kabristan, near manera house.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","484000"
"114","Normal/Others","WS/MP007/2024-2025/133231-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 28 kelash nagar near Naveen chodhary house.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","484000"
"115","Normal/Others","WS/MP007/2024-2025/133232-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 19 young hira Nagpur samiti, near karamtoli ranchi.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","484000"
"116","Normal/Others","WS/MP007/2024-2025/133234-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. –  15 near rajbangla house.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","484000"
"117","Normal/Others","WS/MP007/2024-2025/133228-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 28 hari nagar (shiv Shakti nagar) near niranjan sharma house.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","484000"
"118","Normal/Others","WS/MP007/2024-2025/133227-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 27 swarjayanti nagar new madhukam near binay mahto house.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","484000"
"119","Normal/Others","WS/MP007/2024-2025/133235-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 23 gwala toil road, near R.C. mision school.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","484000"
"120","Normal/Others","WS/MP007/2024-2025/133226-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 29 pahari tola chunna bhatta near bangali hotel.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","484000"
"121","Normal/Others","WS/MP007/2024-2025/133221-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 29 sharda charan bai lane, near santosh singh house.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","484000"
"122","Normal/Others","WS/MP007/2024-2025/133225-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 27 irgu toil sarna sthal near sagar oraon house.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","484000"
"123","Normal/Others","WS/MP007/2024-2025/133412-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in front of  Bharti Devi House Ward No.-32 under Laxmi Nagar S. C Academy School under Ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","484000"
"124","Normal/Others","WS/MP007/2024-2025/133413-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in front of Vinod Singh House Under Ward No.-28 Devi Mandap Row, Shakti Nagar Madhukam Road No.-5 under Ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","484000"
"125","Normal/Others","WS/MP007/2024-2025/133411-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in  front of Jitendr House Ward No.-32 near Laxmi Nagar Anand Bhawan under Ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","484000"
"126","Normal/Others","WS/MP007/2024-2025/133410-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in front of Sandeep Saw house Ward No.-32 Laxmi Nagar Bhatti Gali under Ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","484000"
"127","Normal/Others","WS/MP007/2024-2025/133416-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in front of Ramu garage before kadru bridge ward 24 under Ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","484000"
"128","Normal/Others","WS/MP007/2024-2025/133422-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in near Upgraded Primary school karbala chowk ol karbala chowk under ward No 16 under Ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","484000"
"129","Normal/Others","WS/MP007/2024-2025/133421-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in front of Shiv house Shiv mandir Dwarkapuri road No.8 under ward No 46 under Ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","484000"
"130","Normal/Others","WS/MP007/2024-2025/133418-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in besides Chutiya Sarna Sthal New Ambedkar nagar Bhatti Toli under Ward No. 14  under Ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","484000"
"131","Normal/Others","WS/MP007/2024-2025/133420-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in  front of Dinesh Rai House Shiv mandir Dwarkapuri road No.8 under ward No 46 under Ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","484000"
"132","Normal/Others","WS/MP007/2024-2025/133419-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in front of sagar Nayak house Bhatti toli chutiya ward number 14 under Ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","484000"
"133","Normal/Others","WS/MP007/2024-2025/138930-Construction of boundary walls of existing public and community buildings","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of Ladders Near Dhumkuriya Bhawan Konka Mauza","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","17-Aug-2025","350000"
"134","Repair and Renovation","WS/MP007/2024-2025/147404-Construction of common work sheds/ common covered sitting area","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Renovation of Paramvir Abdul Hamid chowk, Kantatoli under ward 16","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","14-Dec-2025","200000"
"135","Normal/Others","WS/MP007/2024-2025/138903-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 23 MADINA MASJID, lah factory road hindpiri.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","14-Dec-2025","484000"
"136","Normal/Others","WS/MP007/2024-2025/138906-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. –  29 ranchi  nagar nigam sehri awas , khadgara.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","15-Aug-2025","484000"
"137","Normal/Others","WS/MP007/2024-2025/138905-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 23 taslim masjid ,tiwari tank road hindpiri.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","484000"
"138","Normal/Others","WS/MP007/2024-2025/138904-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 23 Rayan Masjid Tiwari  Street, Hindpiri.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","484000"
"139","Normal/Others","WS/MP007/2024-2025/138910-Construction of common work sheds/ common covered sitting area","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shed construction work near LEBB high school in ward no.21.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","15-Aug-2025","600000"
"140","Normal/Others","WS/MP007/2024-2025/138909-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Laying of paver block Near YMCA School Kanta Toil ward no-11","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","15-Aug-2025","510000"
"141","Normal/Others","WS/MP007/2024-2025/138925-Fitting of Sitting RCC Benches in Public Places","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Installation of R.C.C Bench at different area of Ranchi City","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","15-Aug-2025","1000000"
"142","Normal/Others","WS/MP007/2024-2025/138926-Fitting of Sitting RCC Benches in Public Places","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Installation of R.C.C Bench at different area of Ranchi City","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","15-Aug-2025","500000"
"143","Normal/Others","WS/MP007/2024-2025/147405-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","making of road and drain at st. mikhail blind school, bahubazar, ranchi.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","17-Aug-2025","610000"
"144","Normal/Others","WS/MP007/2025-2026/193617-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring Construction of Platform Installation of Water Tank Submersible Pump etc. in WARD No.  22 Harijan Basti Hindpidi.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","14-Dec-2025","484000"
"145","Normal/Others","WS/MP007/2025-2026/193622-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform, Installation of Water Tank, Submersible Pump, etc. in WARD No. 15, in Masjid Lane, near Ransad Masjid","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","14-Dec-2025","484000"
"146","Normal/Others","WS/MP007/2025-2026/193612-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform, Installation of Water Tank, Submersible Pump, etc. in WARD No. 16, Chistiya Nagar Karbala Tank Road.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","14-Dec-2025","484000"
"147","Normal/Others","WS/MP007/2025-2026/193618-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform, Installation of Water Tank, Submersible Pump, etc. in WARD No. 15, Nazir Ali Lane, near Government well.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","14-Dec-2025","484000"
"148","Normal/Others","WS/MP007/2025-2026/193611-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring Construction of Platform Installation of Water Tank Submersible Pump etc. in WARD No.  23 Gwala Toli Chowk near Basheer Gaddi House.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","14-Dec-2025","484000"
