work_type,work_id,state,district,mp_name,constituency,work_description,recommendation_date,recommended_amount,sanction_date,sanctioned_amount,work_status,payment_count,total_disbursed,average_payment,maximum_payment,first_payment_date,last_payment_date,vendor_name,image_available,actual_completion_date,final_completed_amount
Normal/Others,WS/MP007/2025-2026/219569,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring, Construction of Platform and Installation of Water Tank, Submersible Pump etc. at WARD No. 28, Gopal Mandir, Road No. 4, near Renu Devi House.",2025-07-17,494000.0,2025-08-07,494000.0,Physical Inspection,2.0,494000.0,247000.0,370500.0,2025-08-08,2025-11-21,Sahil Kumar Junior Engineer,,,
Normal/Others,WS/MP007/2025-2026/219570,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring, Construction of Platform and Installation of Water Tank, Submersible Pump etc. at WARD No.  28, Irgu Toli, Chhedi Gali near Dilip Tirky House.",2025-07-17,494000.0,2025-08-07,494000.0,Physical Inspection,2.0,494000.0,247000.0,370500.0,2025-08-08,2025-11-21,Sahil Kumar Junior Engineer,,,
Normal/Others,WS/MP007/2025-2026/219571,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring, Construction of Platform and Installation of Water Tank, Submersible Pump etc. at WARD No.  21, Purani Ranchi, Kullu Kocha",2025-07-17,494000.0,2025-08-07,494000.0,Physical Inspection,2.0,494000.0,247000.0,335046.0,2025-08-08,2025-11-21,Sahil Kumar Junior Engineer,,,
Normal/Others,WS/MP007/2025-2026/219572,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring, Construction of Platform and Installation of Water Tank, Submersible Pump etc. at WARD No. 29, near Pahari Tola, Sarna Sthal.",2025-07-17,494000.0,2025-08-11,494000.0,Work partially Completed,2.0,494000.0,247000.0,370500.0,2025-08-12,2025-11-21,Sahil Kumar Junior Engineer,,,
Normal/Others,WS/MP007/2025-2026/219573,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring, Construction of Platform and Installation of Water Tank, Submersible Pump etc. at WARD No.  27 Kishore Gunj , Road No. 3, Panchmukhi Mandir near Prabhat Chaudhary House.",2025-07-17,494000.0,2025-08-07,494000.0,Physical Inspection,2.0,494000.0,247000.0,370500.0,2025-08-08,2025-11-21,Sahil Kumar Junior Engineer,,,
Normal/Others,WS/MP007/2025-2026/219574,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring, Construction of Platform and Installation of Water Tank, Submersible Pump etc. at WARD No. 29, near Giri Anchal Mahavir Mandir.",2025-07-17,494000.0,2025-08-07,494000.0,Physical Inspection,2.0,494000.0,247000.0,370500.0,2025-08-08,2025-11-21,Sahil Kumar Junior Engineer,,,
Normal/Others,WS/MP007/2025-2026/219575,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring, Construction of Platform and Installation of Water Tank, Submersible Pump etc. at WARD No.  27, Anand Nagar, near Maruti Neelkanth Mandir, Ram Oraon Ji, Jhankaar Sound.",2025-07-17,494000.0,2025-08-07,494000.0,Physical Inspection,2.0,494000.0,247000.0,370500.0,2025-08-08,2025-11-21,Sahil Kumar Junior Engineer,,,
Normal/Others,WS/MP007/2025-2026/219576,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring, Construction of Platform and Installation of Water Tank, Submersible Pump etc. at WARD No.  23 , Central Street, Hindpiri near Md. Aslam Ibrahim House.",2025-07-17,494000.0,2025-08-07,494000.0,Vendor Identification,2.0,494000.0,247000.0,370500.0,2025-08-08,2026-07-09,Sahil Kumar Junior Engineer,,,
Normal/Others,WS/MP007/2025-2026/219577,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring, Construction of Platform and Installation of Water Tank, Submersible Pump etc. at WARD No. 15, Ansaar Nagar, near Imtiyaj  House.",2025-07-17,494000.0,2025-08-07,494000.0,Physical Inspection,2.0,494000.0,247000.0,370500.0,2025-08-08,2026-05-18,Sahil Kumar Junior Engineer,,,
Normal/Others,WS/MP007/2025-2026/219578,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring, Construction of Platform and Installation of Water Tank, Submersible Pump etc. at WARD No. 15, Church Road, near Pankaj Jaiswal House.",2025-07-17,494000.0,2025-08-07,494000.0,Vendor Identification,2.0,494000.0,247000.0,370500.0,2025-08-08,2026-08-14,Sahil Kumar Junior Engineer,,,
Normal/Others,WS/MP007/2025-2026/219579,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring, Construction of Platform and Installation of Water Tank, Submersible Pump etc. at WARD No. 15, Anjuman Colony, near Haji Mohammad Salim house, Abdullah Masjid.",2025-07-17,494000.0,2025-08-07,494000.0,Physical Inspection,2.0,494000.0,247000.0,370500.0,2025-08-08,2026-05-18,Sahil Kumar Junior Engineer,,,
Normal/Others,WS/MP007/2025-2026/219580,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring, Construction of Platform and Installation of Water Tank, Submersible Pump etc. at WARD No.  15, New Garden , Seeram Toli Club Road near Sangita Gaari house.",2025-07-17,494000.0,2025-08-07,494000.0,Vendor Identification,2.0,494000.0,247000.0,370500.0,2025-08-08,2026-08-14,Sahil Kumar Junior Engineer,,,
Normal/Others,WS/MP007/2025-2026/219581,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring, Construction of Platform and Installation of Water Tank, Submersible Pump etc. at WARD No.  12, Idris Colony, Near Ramjaan House",2025-07-17,494000.0,2025-08-07,494000.0,Vendor Identification,2.0,494000.0,247000.0,370500.0,2025-08-08,2026-07-09,Sahil Kumar Junior Engineer,,,
Normal/Others,WS/MP007/2025-2026/219582,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring, Construction of Platform and Installation of Water Tank, Submersible Pump etc. at WARD No.  11, Bholi Garha, Kanta Toli near Ali Maszid",2025-07-17,494000.0,2025-08-07,494000.0,Vendor Identification,2.0,494000.0,247000.0,370500.0,2025-08-08,2026-08-14,Sahil Kumar Junior Engineer,,,
Normal/Others,WS/MP007/2025-2026/219583,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring, Construction of Platform and Installation of Water Tank, Submersible Pump etc. at WARD No.  11, Ramzaan Colony, near Ramzaan Masjid.",2025-07-17,494000.0,2025-08-07,494000.0,Vendor Identification,2.0,494000.0,247000.0,370500.0,2025-08-08,2026-08-14,Sahil Kumar Junior Engineer,,,
Normal/Others,WS/MP007/2025-2026/219584,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring, Construction of Platform and Installation of Water Tank, Submersible Pump etc. at WARD No.  22, Shiv Mandir Durga Puja Maidan.",2025-07-17,494000.0,2025-08-07,494000.0,Vendor Identification,2.0,494000.0,247000.0,370500.0,2025-08-08,2026-08-14,Sahil Kumar Junior Engineer,,,
Normal/Others,WS/MP007/2025-2026/225935,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring, construction of platform and installation of water tank, submersible pump etc. at ward no 12 Qureshi Muhalla near Samim house.",2025-08-08,494000.0,2025-08-11,494000.0,Vendor Identification,2.0,494000.0,247000.0,370500.0,2025-08-12,2026-08-14,Sahil Kumar Junior Engineer,,,
Normal/Others,WS/MP007/2025-2026/226848,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring, Construction of Platform, Installation of Water Tank, Submersible Pump etc in Near Zila School Ranchi urban area.",2025-08-13,510000.0,2025-08-22,510000.0,Vendor Identification,1.0,382500.0,382500.0,382500.0,2025-08-25,2025-08-25,SAMEER TOPPO,,,
Normal/Others,WS/MP007/2025-2026/226851,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring, Construction of Platform, Installation of Water Tank, Submersible Pump etc in front of Ashish house Lohra Kocha Ward No 18 under Ranchi urban area.",2025-08-13,494000.0,2025-08-22,494000.0,Vendor Identification,2.0,494000.0,247000.0,370500.0,2025-08-25,2026-04-09,Junior Engineer Zila Parishad Prashant Kumar,,,
Normal/Others,WS/MP007/2025-2026/226852,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring, Construction of Platform, Installation of Water Tank, Submersible Pump etc in front of school ground Ward No 18 under Ranchi urban area.",2025-08-13,494000.0,2025-08-22,494000.0,Vendor Identification,2.0,494000.0,247000.0,370500.0,2025-08-25,2026-04-09,Junior Engineer Zila Parishad Prashant Kumar,,,
Normal/Others,WS/MP007/2025-2026/232688,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring Construction of Platform Installation of Water Tank Submersible Pump etc. in WARD No.  30, near Alkapuri Shiv Mandir.",2025-09-10,544000.0,2025-10-13,544000.0,Vendor Identification,1.0,408000.0,408000.0,408000.0,2025-10-14,2025-10-14,Sahil Kumar Junior Engineer,,,
Normal/Others,WS/MP007/2025-2026/232689,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring Construction of Platform Installation of Water Tank Submersible Pump etc. in WARD No.  29, Khadgada Shani Mandir.",2025-09-10,494000.0,2025-10-13,494000.0,Physical Inspection,2.0,494000.0,247000.0,370500.0,2025-10-14,2026-02-14,Sahil Kumar Junior Engineer,,,
Normal/Others,WS/MP007/2025-2026/232690,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring Construction of Platform Installation of Water Tank Submersible Pump etc. in WARD No. 29, Jai Prakash Nagar, near Prachin Devi Mandap.",2025-09-10,494000.0,2025-10-13,494000.0,Physical Inspection,2.0,494000.0,247000.0,370500.0,2025-10-14,2026-02-14,Sahil Kumar Junior Engineer,,,
Normal/Others,WS/MP007/2025-2026/232691,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring Construction of Platform Installation of Water Tank Submersible Pump etc. in WARD No.  27, Valmiki Nagar, near Valmiki Mandir.",2025-09-10,494000.0,2025-10-13,494000.0,Physical Inspection,2.0,494000.0,247000.0,370500.0,2025-10-14,2026-05-18,Sahil Kumar Junior Engineer,,,
Normal/Others,WS/MP007/2025-2026/232692,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring Construction of Platform Installation of Water Tank Submersible Pump etc. in WARD No.  29, near Pahari Mandir, Trishakti Mandir.",2025-09-10,494000.0,2025-10-13,494000.0,Physical Inspection,2.0,494000.0,247000.0,370500.0,2025-10-14,2026-05-18,Sahil Kumar Junior Engineer,,,
Normal/Others,WS/MP007/2025-2026/232693,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring Construction of Platform Installation of Water Tank Submersible Pump etc. in WARD No. 29, Jai Prakash Nagar, near Prachin Laxmi Ganesh Mandir.",2025-09-10,494000.0,2025-10-13,494000.0,Physical Inspection,2.0,494000.0,247000.0,370500.0,2025-10-14,2026-02-14,Sahil Kumar Junior Engineer,,,
Normal/Others,WS/MP007/2025-2026/232694,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring Construction of Platform Installation of Water Tank Submersible Pump etc. in WARD No. 28, near Devi Mandap, Madhukam, Road No. 5.",2025-09-10,494000.0,2025-10-13,494000.0,Physical Inspection,2.0,494000.0,247000.0,370500.0,2025-10-14,2026-02-14,Sahil Kumar Junior Engineer,,,
Normal/Others,WS/MP007/2025-2026/232695,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring Construction of Platform Installation of Water Tank Submersible Pump etc. in WARD No.  28, Madhukam , Road No. 5 near Sunil Ji House.",2025-09-10,494000.0,2025-10-13,494000.0,Vendor Identification,1.0,370500.0,370500.0,370500.0,2025-10-14,2025-10-14,Sahil Kumar Junior Engineer,,,
Normal/Others,WS/MP007/2025-2026/232696,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring Construction of Platform Installation of Water Tank Submersible Pump etc. in WARD No.  28, Kailaash Nagar, Irgu Toli, near Sadhu Oraon house",2025-09-10,494000.0,2025-10-13,494000.0,Vendor Identification,1.0,370500.0,370500.0,370500.0,2025-10-14,2025-10-14,Sahil Kumar Junior Engineer,,,
Normal/Others,WS/MP007/2025-2026/232697,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Boring Construction of Platform Installation of Water Tank Submersible Pump etc. in WARD No.  28, near Id-Gah.",2025-09-10,494000.0,2026-03-18,494000.0,Vendor Identification,1.0,370500.0,370500.0,370500.0,2026-03-25,2026-03-25,Sahil Kumar Junior Engineer,,,
Normal/Others,WS/MP007/2025-2026/255228,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Construction of platform and deep boring in front of Meena Niwas, Ward No. 18 under Ranchi urban area.",2025-12-23,510000.0,2026-01-05,510000.0,Vendor Identification,1.0,382500.0,382500.0,382500.0,2026-01-07,2026-01-07,SAMEER TOPPO,,,
Normal/Others,WS/MP007/2025-2026/255229,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,Construction of platform and deep boring drinking water counter Besides Durga Bari Firayalal Chowk Ward No-18 under Ranchi urban area.,2025-12-23,510000.0,2026-01-05,510000.0,Vendor Identification,1.0,382500.0,382500.0,382500.0,2026-01-07,2026-01-07,SAMEER TOPPO,,,
Normal/Others,WS/MP007/2025-2026/255233,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,Construction of platform and deep boring near OTC ground Ward No. 32  under Ranchi urban area.,2025-12-23,510000.0,2026-01-05,510000.0,Vendor Identification,2.0,510000.0,255000.0,382500.0,2026-01-07,2026-07-28,SAMEER TOPPO,,,
Normal/Others,WS/MP007/2025-2026/255234,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,Construction of platform and deep boring in front of ranchi college near hatma sarna toli pond Ward No. 02 under Ranchi urban area.,2025-12-23,510000.0,2026-01-05,510000.0,Vendor Identification,1.0,382500.0,382500.0,382500.0,2026-01-07,2026-01-07,SAMEER TOPPO,,,
Normal/Others,WS/MP007/2025-2026/258622,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,"Construction of stall and boring near Shani Mandir, Thadpakhna under Ward 18 Ranchi  Urban Area.",2026-01-11,490000.0,2026-03-18,490000.0,Vendor Identification,1.0,367500.0,367500.0,367500.0,2026-03-25,2026-03-25,SAMEER TOPPO,,,
Normal/Others,WS/MP007/2025-2026/258623,Jharkhand,RANCHI,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,Construction of Platform and Boring near Kalipodo Ghosh house under Ward 18 Ranchi urban area.,2026-01-11,510000.0,2026-03-18,510000.0,Vendor Identification,1.0,382250.0,382250.0,382250.0,2026-03-25,2026-03-25,SAMEER TOPPO,,,
Repair and Renovation,WS/MP18349/2025-2026/174324,Jharkhand,CHATRA,Shri Pradip Kumar Varma (2024-30) (2024-2030),Elected MP,Renovation of the Chhotka Aahar in village Gerua of Panchayat Gerua of Shaligram Ram Narayanpur Hunterganj block under Chatra district.,2025-02-07,1200000.0,2025-06-03,1200000.0,Vendor Identification,2.0,1199749.0,599874.5,924724.0,2025-10-04,2026-08-05,District Engineer,,,
Repair and Renovation,WS/MP18349/2025-2026/174325,Jharkhand,CHATRA,Shri Pradip Kumar Varma (2024-30) (2024-2030),Elected MP,Renovation of the Chhotka Aahar in village Bukru of Panchayat Padampur of Tandwa block under Chatra District.,2025-02-07,1000000.0,2025-06-05,1000000.0,Vendor Identification,2.0,998526.0,499263.0,513484.0,2026-01-09,2026-08-05,District Engineer,,,
Repair and Renovation,WS/MP081/2023-2024/21915,Jharkhand,EAST SINGHBUM,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,"Renovation of Sitla bhavan, bhalubasa in east singhbhum, Jamsherdpur",2023-09-16,1300000.0,2024-02-23,1300000.0,Work Completed,2.0,1300000.0,650000.0,975000.0,2024-03-13,2025-05-24,AFROZ ALAM,,,
Normal/Others,WS/MP18349/2025-2026/241066,Jharkhand,PALAMU,Shri Pradip Kumar Varma (2024-30) (2024-2030),Elected MP,Construction of community hall in Khadarpar village of Patarakhurd Panchayat of Hussainabad Block under Palamu District.,2025-10-09,1449200.0,2026-02-03,1449200.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18349/2025-2026/241067,Jharkhand,PALAMU,Shri Pradip Kumar Varma (2024-30) (2024-2030),Elected MP,Construction of a PCC road and Drain with Slab from the house of Mansoor Khalifa towards the Srirampur Aahar near Anganbaadi bhag 2 in Lesliganj village of Lesliganj Panchayat of Nilamber-Pitamber Block under Palamu District.,2025-10-09,1400000.0,2026-02-03,1400000.0,Physical Inspection,2.0,1400000.0,700000.0,737470.0,2026-04-10,2026-08-19,SANJEET KUMAR,,,
Normal/Others,WS/MP081/2025-2026/228744,Jharkhand,PALAMU,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Construction of PCC road from Sukhadi Saw house towards Hanuman Mandir in village Naudiha under block Nilambar-Pitambarpur(Lesliganj),2025-08-24,499572.0,2025-12-20,499572.0,Physical Inspection,2.0,499572.0,249786.0,300000.0,2026-01-22,2026-03-10,SANJEET KUMAR,,,
Normal/Others,WS/MP18349/2026-2027/291135,Jharkhand,SAHEBGANJ,Shri Pradip Kumar Varma (2024-30) (2024-2030),Elected MP,"Work for the Installation of a High Mast Light at Jetke Tola, Banjhi Santhali Village of Banjhi Santhali Panchayat under Borio Block, Sahibganj District.",2026-07-01,400000.0,2026-08-29,400000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18349/2026-2027/291134,Jharkhand,SAHEBGANJ,Shri Pradip Kumar Varma (2024-30) (2024-2030),Elected MP,"Construction of an Overhead Water Tank for Drinking Water Supply at Jetke Tola, Banjhi Santhali Village of Banjhi Santhali Panchayat under Borio Block, Sahibganj District.",2026-07-01,600000.0,2026-08-29,600000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP081/2023-2024/1807,Jharkhand,KHUNTI,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,"Boring in Sarashwati shishu mandir murhu, salehatu under Murhu block",2023-06-29,350000.0,2023-08-29,350000.0,Vendor Identification,2.0,350000.0,175000.0,210000.0,2023-10-03,2024-08-05,PARMESHWAR PRASAD,,,
Normal/Others,WS/MP081/2023-2024/1808,Jharkhand,KHUNTI,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Construction of boundary wall near aamreshwar dham under torpa block,2023-06-29,1000000.0,2023-08-29,1000000.0,Work partially Completed,2.0,1000000.0,500000.0,600000.0,2023-10-03,2024-08-07,PARMESHWAR PRASAD,,,
Normal/Others,WS/MP081/2023-2024/1809,Jharkhand,KHUNTI,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Construction of community hall in sahilong  in dumargadi panchayat under karra block,2023-06-29,1200000.0,2023-08-29,1200000.0,Vendor Identification,2.0,1200000.0,600000.0,720000.0,2023-10-03,2024-08-05,PARMESHWAR PRASAD,,,
Normal/Others,WS/MP081/2025-2026/187873,Jharkhand,KODERMA,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Construction of Paver Block path from jhumri pond towards pappu yadav shop in village charadih.,2025-03-29,1000000.0,2025-07-04,1000000.0,Vendor Identification,3.0,988002.0,329334.0,652280.0,2025-07-06,2025-12-19,JE SATYENDRA KUMAR,,,
Normal/Others,WS/MP081/2025-2026/204850,Jharkhand,GUMLA,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,"Construction of Community hall(Hostel) for Chota Nagpuria Teli Uthan Samaj near Kartik Oraon College in Tarri Dipatoli, Gumla",2025-05-29,1449900.0,2025-07-14,1449900.0,Vendor Identification,1.0,724950.0,724950.0,724950.0,2025-07-14,2025-07-14,DE ZP Gumla,,,
Normal/Others,WS/MP081/2025-2026/200593,Jharkhand,GUMLA,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Implementation of the construction of gravity irrigation scheme near Pahan ji farm in Bardhoda Nala of Jaldega village of Palkot block under Gumla district,2025-05-18,1100000.0,2025-06-18,1100000.0,Vendor Identification,1.0,550000.0,550000.0,550000.0,2025-06-18,2025-06-18,DE ZP Gumla,,,
Normal/Others,WS/MP007/2024-2025/133241,Jharkhand,JAMTARA,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,Construction of two class rooms in Bhagwat Jha Azad Degree College Kundhit Panchayat at Jamtara,2024-07-08,1000000.0,2024-12-21,1000000.0,Work partially Completed,3.0,1000000.0,333333.3333333333,444648.0,2025-03-19,2025-12-27,SANTOSH KUMAR MONDAL,,,
Normal/Others,WS/MP18349/2025-2026/207090,Jharkhand,GODDA,Shri Pradip Kumar Varma (2024-30) (2024-2030),Elected MP,Construction of the Tribal Traditional Art and Cultural Building in village Tilabad of panchayat Tilabad of Sundar Pahari block under Godda District.,2025-06-07,1000000.0,2026-03-26,1000000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18349/2025-2026/216447,Jharkhand,SARAIKELA KHARSAWAN,Shri Pradip Kumar Varma (2024-30) (2024-2030),Elected MP,Construction of Toilets for public use near Sadhu Bandh Mathia in village Chandil of Panchayat Chandil of Chandil block under Saraikela-Kharsawan District.,2025-07-30,1000000.0,2025-08-29,1000000.0,Vendor Identification,1.0,750000.0,750000.0,750000.0,2025-09-04,2025-09-04,JUNIOR ENGINEER NREP SKL KSN,,,
Normal/Others,WS/MP18349/2024-2025/174310,Jharkhand,SARAIKELA KHARSAWAN,Shri Pradip Kumar Varma (2024-30) (2024-2030),Elected MP,Construction of Paver Block road from Jadu Mahtos house to culvert in village Kishundih of Panchayat Pargama of Kukru block under Saraikela Kharsawan district,2025-02-07,438800.0,2025-03-27,438800.0,Vendor Identification,2.0,438800.0,219400.0,329100.0,2025-04-04,2026-08-23,JUNIOR ENGINEER NREP SKL KSN,,,
Normal/Others,WS/MP18349/2024-2025/174311,Jharkhand,SARAIKELA KHARSAWAN,Shri Pradip Kumar Varma (2024-30) (2024-2030),Elected MP,Construction of Paver Block road from Vibhishan Kumhars house to Kartik Kumhars house in village Dhunaburu Tola Bangora of Panchayat Ghatdulmi of Chandil block under Saraikela Kharsawan district,2025-02-07,537700.0,2025-03-27,537700.0,Vendor Identification,2.0,537700.0,268850.0,403275.0,2025-04-04,2026-08-23,JUNIOR ENGINEER NREP SKL KSN,,,
Normal/Others,WS/MP18349/2024-2025/174312,Jharkhand,SARAIKELA KHARSAWAN,Shri Pradip Kumar Varma (2024-30) (2024-2030),Elected MP,Construction of PCC road from Mihir Mahtos house to Piyaldih School in village Lakri Tola Lewatand  of Panchayat Lakri of Nimdih block under Saraikela-Kharsawan district.,2025-02-07,469200.0,2025-03-27,469200.0,Vendor Identification,2.0,469200.0,234600.0,351900.0,2025-04-04,2026-08-23,JUNIOR ENGINEER NREP SKL KSN,,,
Normal/Others,WS/MP18349/2024-2025/174313,Jharkhand,SARAIKELA KHARSAWAN,Shri Pradip Kumar Varma (2024-30) (2024-2030),Elected MP,Construction of PCC road from Nazir Kaiwarts house to Canal in village Tikar of Panchayat Tikar of Ichagarh block under Saraikela-Kharsawan district.,2025-02-07,392100.0,2025-03-27,392100.0,Vendor Identification,2.0,392100.0,196050.0,294075.0,2025-04-04,2026-08-23,JUNIOR ENGINEER NREP SKL KSN,,,
Normal/Others,WS/MP18349/2024-2025/174314,Jharkhand,SARAIKELA KHARSAWAN,Shri Pradip Kumar Varma (2024-30) (2024-2030),Elected MP,Construction of Paver Block road from Sun City Sociaty to DPMS School in village Ruchap  of Panchayat Ruchap of Chandil block under Saraikela Kharsawan district.,2025-02-07,546300.0,2025-03-27,546300.0,Vendor Identification,2.0,546300.0,273150.0,409725.0,2025-04-03,2026-08-24,JUNIOR ENGINEER NREP SKL KSN,,,
Normal/Others,WS/MP18349/2024-2025/174315,Jharkhand,SARAIKELA KHARSAWAN,Shri Pradip Kumar Varma (2024-30) (2024-2030),Elected MP,Construction of PCC road from Raghunath Manjhis house to Purna Chandra Mahtos house in village Samanpur Tola Jariyavan of Panchayat Samanpur of Nimdih block under Saraikela-Kharsawan district.,2025-02-07,469200.0,2025-03-27,469200.0,Vendor Identification,2.0,469200.0,234600.0,351900.0,2025-04-04,2026-08-24,JUNIOR ENGINEER NREP SKL KSN,,,
Normal/Others,WS/MP18349/2024-2025/174317,Jharkhand,SARAIKELA KHARSAWAN,Shri Pradip Kumar Varma (2024-30) (2024-2030),Elected MP,Construction of Paver block road from Lamps to Main Road in village Lepatand of Panchayat Lepatand of Ichagarh block under Saraikela-Kharsawan district.,2025-02-07,454000.0,2025-03-27,454000.0,Vendor Identification,2.0,454000.0,227000.0,340500.0,2025-04-04,2026-08-24,JUNIOR ENGINEER NREP SKL KSN,,,
Normal/Others,WS/MP18349/2024-2025/174318,Jharkhand,SARAIKELA KHARSAWAN,Shri Pradip Kumar Varma (2024-30) (2024-2030),Elected MP,Construction of Paver block road from Anant Dhans house to Chittranjan Haldhars house in village Berasisiram of Panchayat Berasisiram of Kukru block under Saraikela Kharsawan district.,2025-02-07,469200.0,2025-03-27,469200.0,Vendor Identification,2.0,469200.0,234600.0,351900.0,2025-04-04,2026-08-24,JUNIOR ENGINEER NREP SKL KSN,,,
Normal/Others,WS/MP18349/2025-2026/174319,Jharkhand,SARAIKELA KHARSAWAN,Shri Pradip Kumar Varma (2024-30) (2024-2030),Elected MP,Construction of  Paver block road  from N.H. 33 to Anil Mahtos Field in village Chaulibasa of Panchayat Chaulibasa of Chandil block under Saraikela-Kharsawan district.,2025-02-07,546300.0,2025-07-03,546300.0,Vendor Identification,2.0,546300.0,273150.0,409725.0,2025-08-25,2026-08-24,JUNIOR ENGINEER NREP SKL KSN,,,
Normal/Others,WS/MP18349/2024-2025/174320,Jharkhand,SARAIKELA KHARSAWAN,Shri Pradip Kumar Varma (2024-30) (2024-2030),Elected MP,Construction of Paver block road from Aklu Mahtos house to Dhabhiapara road in village Latenda of Panchayat Latenda of Kukru block under Saraikela Kharsawan district.,2025-02-07,546300.0,2025-03-27,546300.0,Vendor Identification,2.0,546300.0,273150.0,409725.0,2025-04-04,2026-08-24,JUNIOR ENGINEER NREP SKL KSN,,,
Normal/Others,WS/MP18349/2024-2025/174321,Jharkhand,SARAIKELA KHARSAWAN,Shri Pradip Kumar Varma (2024-30) (2024-2030),Elected MP,Construction of Pevar block road from Kamarpara to Lal Talab in village Adardih of Panchayat Adardih of Nimdih block under Saraikela Kharsawan district.,2025-02-07,390600.0,2025-03-27,390600.0,Vendor Identification,2.0,390600.0,195300.0,292950.0,2025-04-04,2026-08-24,JUNIOR ENGINEER NREP SKL KSN,,,
Normal/Others,WS/MP18349/2024-2025/174322,Jharkhand,SARAIKELA KHARSAWAN,Shri Pradip Kumar Varma (2024-30) (2024-2030),Elected MP,Construction of PCC road from Kalicharan Machhuas house towards Kirtivasa Acharyas Pond in village Naro of Panchayat Nadisai of Ichagarh block under Saraikela Kharsawan district.,2025-02-07,546300.0,2025-03-27,546300.0,Vendor Identification,2.0,546300.0,273150.0,409725.0,2025-04-04,2026-08-24,JUNIOR ENGINEER NREP SKL KSN,,,
