work_type,work_id,state,district,mp_name,constituency,work_description,recommendation_date,recommended_amount,sanction_date,sanctioned_amount,work_status,payment_count,total_disbursed,average_payment,maximum_payment,first_payment_date,last_payment_date,vendor_name,image_available,actual_completion_date,final_completed_amount
Normal/Others,WS/MP053/2025-2026/229757,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,"Construction of PCC road in ward no.11,Varuna village from the house of Satish Kumar to the house of Chandan Kumar",2025-08-28,1495722.0,2025-09-12,1495722.0,Physical Inspection,1.0,1495722.0,1495722.0,1495722.0,2025-11-11,2025-11-11,ASSISTANT ENGINEER FATUHA,True,2025-11-11,1495722.0
Normal/Others,WS/MP053/2025-2026/229758,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,Construction of PCC road in Ward no.13 from the house of Sudhir Kumar to the house of Vikki Kumar.,2025-08-28,1496908.0,2025-09-12,1496908.0,Physical Inspection,1.0,1496908.0,1496908.0,1496908.0,2025-11-11,2025-11-11,ASSISTANT ENGINEER FATUHA,True,2025-11-11,1496908.0
Normal/Others,WS/MP053/2025-2026/229767,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,Construction of PCC Road in ward no.1 from the house of shashi singh to the house of yugal singh,2025-08-28,1495894.0,2025-09-12,1495894.0,Physical Inspection,1.0,1495894.0,1495894.0,1495894.0,2025-11-11,2025-11-11,ASSISTANT ENGINEER FATUHA,True,2025-11-11,1495894.0
Normal/Others,WS/MP053/2025-2026/229768,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,Construction of PCC road from the house of Nagendra jee to the house of sunil jee in ward no. 02,2025-08-28,998043.0,2025-09-12,998043.0,Physical Inspection,1.0,998043.0,998043.0,998043.0,2025-11-11,2025-11-11,ASSISTANT ENGINEER FATUHA,True,2025-11-11,998043.0
Normal/Others,WS/MP053/2023-2024/118850,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC ROAD IN ROAD No.1 TO THE HOUSE OF SHAILESH SINGH.,2024-03-02,1459268.0,2024-03-11,1459268.0,Physical Inspection,1.0,1459268.0,1459268.0,1459268.0,2024-05-11,2024-05-11,ASSISTANT ENGINEER PATNA SAHIB,True,2024-05-25,1459268.0
Normal/Others,WS/MP053/2023-2024/118851,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF BHAGAT JEE TO THE HOUSE OF RAVINDRA JEE,2024-03-02,1373500.0,2024-03-11,1373500.0,Physical Inspection,1.0,1373500.0,1373500.0,1373500.0,2024-05-11,2024-05-11,ASSISTANT ENGINEER PATNA SAHIB,True,2024-05-25,1373500.0
Normal/Others,WS/MP053/2023-2024/118852,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF REKHA DEVI TO THE HOUSE OF CHANDRAVANSHI JEE,2024-03-02,1446500.0,2024-03-11,1446500.0,Physical Inspection,1.0,1446500.0,1446500.0,1446500.0,2024-05-16,2024-05-16,ASSISTANT ENGINEER PATNA SAHIB,True,2024-07-05,1446500.0
Normal/Others,WS/MP053/2023-2024/118853,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC ROAD TO THE HOUSE OF AKANSHA SINHA,2024-03-02,1454031.0,2024-03-11,1454031.0,Physical Inspection,1.0,1454031.0,1454031.0,1454031.0,2024-05-11,2024-05-11,ASSISTANT ENGINEER PATNA SAHIB,True,2024-05-25,1454031.0
Normal/Others,WS/MP053/2023-2024/118854,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF SANTOSH SINGH TO THE HOUSE OF S P GUPTA,2024-03-02,1366245.0,2024-03-11,1366245.0,Physical Inspection,1.0,1366245.0,1366245.0,1366245.0,2024-05-11,2024-05-11,ASSISTANT ENGINEER PATNA SAHIB,True,2024-05-25,1366245.0
Normal/Others,WS/MP053/2023-2024/118860,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC FROM THE HOUSE OF VIRU JEE TO THE HOUSE OF MANOJ MEHTA,2024-03-02,1351113.0,2024-03-11,1351113.0,Physical Inspection,1.0,1351113.0,1351113.0,1351113.0,2024-05-11,2024-05-11,ASSISTANT ENGINEER PATNA SAHIB,True,2024-05-25,1351113.0
Normal/Others,WS/MP053/2023-2024/118861,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF SURENDRA PRASAD TO THE HOUSE OF KUNDAN JEE,2024-03-02,1383100.0,2024-03-11,1383100.0,Physical Inspection,1.0,1383100.0,1383100.0,1383100.0,2024-05-15,2024-05-15,ASSISTANT ENGINEER PATNA SAHIB,True,2024-05-25,1383100.0
Normal/Others,WS/MP053/2023-2024/118862,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF ANKIT KUMAR TO THE HOUSE OF KANHAIYA KUMAR,2024-03-02,1384893.0,2024-03-11,1384893.0,Physical Inspection,1.0,1384893.0,1384893.0,1384893.0,2024-05-11,2024-05-11,ASSISTANT ENGINEER PATNA SAHIB,True,2024-05-25,1384893.0
Normal/Others,WS/MP053/2023-2024/118863,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC ROAD FROM MAIN ROAD ASHOK RAJ PATH TO THE HOUSE OF RAJIV JEE,2024-03-02,1433500.0,2024-03-11,1433500.0,Physical Inspection,1.0,1433500.0,1433500.0,1433500.0,2024-05-11,2024-05-11,ASSISTANT ENGINEER PATNA SAHIB,True,2024-05-25,1433500.0
Normal/Others,WS/MP053/2023-2024/120073,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF RAGHVENDRA NARAYAN PRASAD TO THE HOUSE OF RAMESHWAR SHARMA,2024-03-04,1493591.0,2024-03-14,1493591.0,Physical Inspection,1.0,1493591.0,1493591.0,1493591.0,2024-04-20,2024-04-20,VEDIKA SINGH,False,2024-06-05,1493591.0
Normal/Others,WS/MP053/2023-2024/120074,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF CHANDAN BABA TO THE HOUSE OF PAPPU JEE,2024-03-04,1494463.0,2024-03-14,1494463.0,Physical Inspection,1.0,1494463.0,1494463.0,1494463.0,2024-04-20,2024-04-20,VEDIKA SINGH,False,2024-05-25,1494463.0
Normal/Others,WS/MP053/2023-2024/120075,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF PRAMOD JEE TO THE HOUSE OF PAPPU JEE,2024-03-04,1491901.0,2024-03-14,1491901.0,Physical Inspection,1.0,1491901.0,1491901.0,1491901.0,2024-05-09,2024-05-09,VEDIKA SINGH,False,2024-06-06,1491901.0
Normal/Others,WS/MP053/2023-2024/120076,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF DHIRENDRA KUMAR TO THE HOUSE OF RAVISHANKAR JEE,2024-03-04,1479000.0,2024-03-14,1479000.0,Physical Inspection,1.0,1479000.0,1479000.0,1479000.0,2024-07-03,2024-07-03,VAIBHAV VATSHALYA,False,2024-09-02,1479000.0
Normal/Others,WS/MP053/2023-2024/120096,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF BIRENDRA SINGH TO THE SHYAM STORE,2024-03-04,1286742.0,2024-03-11,1286742.0,Physical Inspection,1.0,1286742.0,1286742.0,1286742.0,2024-05-06,2024-05-06,ASSISTANT ENGINEER BANKIPUR,True,2024-05-21,1286742.0
Normal/Others,WS/MP053/2023-2024/120097,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC FROM THE HOUSE OF TARKESHWAR SHAH TO THE ATTA CHAKKI,2024-03-04,1287500.0,2024-03-11,1287500.0,Physical Inspection,1.0,1287500.0,1287500.0,1287500.0,2024-05-06,2024-05-06,ASSISTANT ENGINEER BANKIPUR,True,2024-05-21,1287500.0
Normal/Others,WS/MP053/2023-2024/120098,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC ROAD FROM BHARTI BHAWAN TO THE HOUSE OF MANOJ PASWAN,2024-03-04,1288341.0,2024-03-11,1288341.0,Physical Inspection,1.0,1288341.0,1288341.0,1288341.0,2024-05-06,2024-05-06,ASSISTANT ENGINEER BANKIPUR,True,2024-05-21,1288341.0
Normal/Others,WS/MP053/2023-2024/120099,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF GOPAL JEE TO THE HOUSE OF Dr. ASHOK JEE,2024-03-04,1287273.0,2024-03-12,1287273.0,Physical Inspection,1.0,1287273.0,1287273.0,1287273.0,2024-05-06,2024-05-06,ASSISTANT ENGINEER BANKIPUR,True,2024-05-21,1287273.0
Normal/Others,WS/MP053/2024-2025/146925,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,Construction of PCC Road from Kamal Path to the house of Surendra Mahto in Rajendra Colony,2024-10-12,1387358.0,2024-10-31,1387358.0,Physical Inspection,1.0,1387358.0,1387358.0,1387358.0,2025-01-28,2025-01-28,ASSISTANT ENGINEER PATNA SAHIB,True,2025-02-27,1387358.0
Normal/Others,WS/MP053/2024-2025/146926,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,Construction of PCC Road from the house of Pankaj jee to the house of Rakesh jee in Rajendra Colony,2024-10-12,1455867.0,2024-10-31,1455867.0,Physical Inspection,1.0,1455867.0,1455867.0,1455867.0,2025-01-28,2025-01-28,ASSISTANT ENGINEER PATNA SAHIB,True,2025-02-27,1455867.0
Normal/Others,WS/MP053/2024-2025/146927,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF SUBODH SINGH TO THE HOUSE OF ASHOK JEE IN RAJENDRA COLONY,2024-10-12,1453347.0,2024-10-31,1453347.0,Physical Inspection,1.0,1453347.0,1453347.0,1453347.0,2025-01-28,2025-01-28,ASSISTANT ENGINEER PATNA SAHIB,True,2025-02-27,1453347.0
Normal/Others,WS/MP053/2024-2025/146928,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF WAKIL SAHAB TO THE HOUSE OF DR. ARVIND JEE,2024-10-12,1454459.0,2024-10-31,1454459.0,Physical Inspection,1.0,1454459.0,1454459.0,1454459.0,2025-01-28,2025-01-28,ASSISTANT ENGINEER PATNA SAHIB,True,2025-02-27,1454459.0
Normal/Others,WS/MP053/2024-2025/146929,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC ROAD AND DRAINAGE SYSTEM FROM GURUGOVIND SINGH MAIN ROAD TO THE BOUNDARY WALL OF SUNIL SINGH IN SHRI RAM COLONY,2024-10-12,1464352.0,2024-10-31,1464352.0,Physical Inspection,1.0,1464352.0,1464352.0,1464352.0,2025-01-28,2025-01-28,ASSISTANT ENGINEER PATNA SAHIB,True,2025-02-27,1464352.0
Normal/Others,WS/MP053/2024-2025/146930,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC ROAD FRORANIPUR CHAKIYA MAIN ROAD TO THE LAND OF RADHE MAHTO,2024-10-12,969582.0,2024-10-31,969582.0,Physical Inspection,1.0,969582.0,969582.0,969582.0,2025-01-28,2025-01-28,ASSISTANT ENGINEER PATNA SAHIB,True,2025-02-27,969582.0
Normal/Others,WS/MP053/2024-2025/146972,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF SURAJ JEE TO THE HOUSE OF MANISH KUMAR JEE ON RANIPUR CHAKIA ROAD,2024-10-12,969783.0,2024-10-31,969783.0,Physical Inspection,1.0,969783.0,969783.0,969783.0,2025-01-28,2025-01-28,ASSISTANT ENGINEER PATNA SAHIB,True,2025-02-27,969783.0
Normal/Others,WS/MP053/2024-2025/156956,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,construction of PCC Road from the house of Subodh Jee to the House of Shekhar Paswan in Ward No.1,2024-12-05,1486637.0,2024-12-31,1486637.0,Physical Inspection,1.0,1486637.0,1486637.0,1486637.0,2025-02-14,2025-02-14,VEDIKA SINGH,True,2025-07-23,1486637.0
Normal/Others,WS/MP053/2024-2025/156957,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,Construction of PCC Road from the house of VIjay Shankar jee to the house of Ravindra Pandey in ward No.1,2024-12-05,1489938.0,2024-12-31,1489938.0,Physical Inspection,1.0,1489938.0,1489938.0,1489938.0,2025-02-14,2025-02-14,VEDIKA SINGH,False,2025-07-01,1489938.0
Normal/Others,WS/MP053/2024-2025/156958,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,Construction of PCC Road from the house of Vishwanath jee to the house of Baijnath jee towards south in ward no.1,2024-12-05,1390866.0,2024-12-31,1390866.0,Physical Inspection,1.0,1390866.0,1390866.0,1390866.0,2025-02-14,2025-02-14,VEDIKA SINGH,False,2025-06-29,1390866.0
Normal/Others,WS/MP053/2024-2025/156959,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,Construction of PCC road from the house of Arvind jee towards house of Rajeev Kumar in ward no.1,2024-12-05,1295000.0,2024-12-31,1295000.0,Vendor Identification,1.0,1290892.0,1290892.0,1290892.0,2025-02-14,2025-02-14,VEDIKA SINGH,,,
Normal/Others,WS/MP053/2024-2025/156960,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,Construction of PCC road in babhanpura village from Shiv Mandir towards the house of Pujan jee in ward no.15,2024-12-05,1492700.0,2024-12-31,1492700.0,Physical Inspection,1.0,1492700.0,1492700.0,1492700.0,2025-02-19,2025-02-19,VEDIKA SINGH,False,2025-06-29,1492700.0
Normal/Others,WS/MP053/2024-2025/156961,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,Construction of PCC Road  in ward no.15 babhanpura village from the house of Bharat jee towards house of Birendra Prasad Jee,2024-12-05,1492793.0,2024-12-31,1492793.0,Physical Inspection,1.0,1492793.0,1492793.0,1492793.0,2025-02-19,2025-02-19,VEDIKA SINGH,True,2025-09-04,1492793.0
Normal/Others,WS/MP053/2024-2025/156962,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,Construction of PCC road in Babahnpura village of ward no.15 from the house of Kunal Kumar jee towards the house of Sudama Sharma jee,2024-12-05,1493102.0,2024-12-31,1493102.0,Physical Inspection,1.0,1493102.0,1493102.0,1493102.0,2025-02-19,2025-02-19,VEDIKA SINGH,True,2025-07-23,1493102.0
Normal/Others,WS/MP053/2024-2025/156987,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,Construction of PCC Road in Babhanpura in ward no.15 from the house of Ajay jee towards the house of Gopal Singh jee,2024-12-05,1493131.0,2024-12-31,1493131.0,Physical Inspection,1.0,1493131.0,1493131.0,1493131.0,2025-02-19,2025-02-19,VEDIKA SINGH,True,2025-07-23,1493131.0
Normal/Others,WS/MP053/2024-2025/156988,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,Construction of PCC road from the house of Avinash jee towards main road in RPS colony,2024-12-05,1202000.0,2024-12-31,1202000.0,Physical Inspection,1.0,1202000.0,1202000.0,1202000.0,2025-05-07,2025-05-07,VAIBHAV VATSHALYA,False,2025-06-20,1202000.0
Normal/Others,WS/MP053/2024-2025/156989,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,Construction of PCC Road in kothwan from the house of Murari jee towards the house of Ashok Kumar jee,2024-12-05,1250000.0,2024-12-31,1250000.0,Vendor Identification,1.0,1236900.0,1236900.0,1236900.0,2025-03-13,2025-03-13,VAIBHAV VATSHALYA,,,
Normal/Others,WS/MP053/2024-2025/156990,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,Construction of PCC road in Kothwan from the house of Bharat jee towards the house of Rita Devi,2024-12-05,1178500.0,2024-12-31,1178500.0,Physical Inspection,1.0,1178500.0,1178500.0,1178500.0,2025-03-13,2025-03-13,VAIBHAV VATSHALYA,False,2025-12-12,1178500.0
Normal/Others,WS/MP053/2024-2025/156991,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,Construction of PCC Road towards south from Sahu Complex in Indrapuri West,2024-12-05,1481800.0,2024-12-31,1481800.0,Physical Inspection,1.0,1481800.0,1481800.0,1481800.0,2025-02-13,2025-02-13,ASSISTANT ENGINEER BANKIPUR,True,2025-02-27,1481800.0
Normal/Others,WS/MP053/2024-2025/156992,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,Construction of PCC Road from Kanti Bhavan to Mother Teresa School,2024-12-05,1479600.0,2024-12-31,1479600.0,Physical Inspection,1.0,1479600.0,1479600.0,1479600.0,2025-02-13,2025-02-13,ASSISTANT ENGINEER BANKIPUR,True,2025-02-27,1479600.0
Normal/Others,WS/MP053/2024-2025/161176,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,Construction of PCC road in Indrapuri  from Ashirvad house to the plot of Sanjay Singh,2024-12-24,1482700.0,2024-12-31,1482700.0,Physical Inspection,1.0,1482700.0,1482700.0,1482700.0,2025-02-13,2025-02-13,ASSISTANT ENGINEER BANKIPUR,True,2025-02-27,1482700.0
Normal/Others,WS/MP053/2024-2025/161177,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,Construction of PCC road from Janak Dwar to Saroj Kunj.,2024-12-24,1481100.0,2024-12-31,1481100.0,Physical Inspection,1.0,1481100.0,1481100.0,1481100.0,2025-02-13,2025-02-13,ASSISTANT ENGINEER BANKIPUR,True,2025-02-27,1481100.0
Normal/Others,WS/MP053/2024-2025/161178,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,Construction of PCC road from the house of Ravi jee to the house of Dhananjay jee in Buddhjivi colony,2024-12-24,1009204.0,2024-12-31,1009204.0,Physical Inspection,1.0,1009204.0,1009204.0,1009204.0,2025-02-13,2025-02-13,ASSISTANT ENGINEER BANKIPUR,True,2025-02-27,1009204.0
Normal/Others,WS/MP053/2024-2025/163090,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,Construction of road with drainage system from Icon school to the house of Pankaj jee in Buddhijivi colony Road no.1,2025-01-02,1475019.0,2025-01-16,1475019.0,Physical Inspection,1.0,1475019.0,1475019.0,1475019.0,2025-02-28,2025-02-28,ASSISTANT ENGINEER BANKIPUR,True,2025-03-10,1475019.0
Normal/Others,WS/MP053/2024-2025/163091,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,construction of PCC road with drainage system from the house of Rajesh kumar to the house of Birju jee in Buddhjivi Colony Road no.1,2025-01-02,1474247.0,2025-01-16,1474247.0,Physical Inspection,1.0,1474247.0,1474247.0,1474247.0,2025-02-28,2025-02-28,ASSISTANT ENGINEER BANKIPUR,True,2025-03-10,1474247.0
Normal/Others,WS/MP053/2024-2025/163092,Bihar,PATNA,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,construction of PCC road from the main road of Buddhijivi colony to the house of Suraj Kumar.,2025-01-02,1476134.0,2025-01-16,1476134.0,Physical Inspection,1.0,1476134.0,1476134.0,1476134.0,2025-02-28,2025-02-28,ASSISTANT ENGINEER BANKIPUR,True,2025-03-10,1476134.0
Normal/Others,WS/MP053/2023-2024/43855,Bihar,MUNGER,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,"CONSTRUCTION OF PCC ROAD FROM IMLI GAACH VIA RANJAN YADAV HOUSE TO FOUR LANE IN WARD 1 PATAM WEST, DHARHARA",2023-11-02,490269.0,2023-12-28,490269.0,Physical Inspection,1.0,490269.0,490269.0,490269.0,2024-09-28,2024-09-28,AJAY KUMAR ROY,True,2025-07-26,490269.0
Normal/Others,WS/MP053/2023-2024/43856,Bihar,MUNGER,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC ROAD FROM GUHIYA POKHAR TO JOGI YADAV HOUSE KHAS PATAM IN PATAM EAST PANCHAYAT DHARAHARA,2023-11-02,489671.0,2023-12-19,489671.0,Physical Inspection,1.0,489671.0,489671.0,489671.0,2024-09-28,2024-09-28,AJAY KUMAR ROY,True,2025-07-26,489671.0
Normal/Others,WS/MP053/2023-2024/43857,Bihar,MUNGER,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC ROAD FROM MD. ALAM HOUSE TO MURGI FARM VIA SHAMSHER HOUSE IN MUKARCHAK IN BAANK PANCHAYAT,2023-11-02,489680.0,2024-02-16,489680.0,Physical Inspection,1.0,489680.0,489680.0,489680.0,2024-11-21,2024-11-21,ASHOK KUMAR,True,2024-11-21,489680.0
Normal/Others,WS/MP053/2023-2024/43858,Bihar,MUNGER,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC ROAD FROM RAJENDRA YADAV HOUSE TO NISHO YADAV IN ORA BAGICHA DHARAHARA,2023-11-02,494293.0,2024-02-07,494293.0,Physical Inspection,1.0,494293.0,494293.0,494293.0,2024-06-29,2024-06-29,NIRAJ KUMAR,True,2024-06-29,494293.0
Normal/Others,WS/MP053/2023-2024/43859,Bihar,MUNGER,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC ROAD FROM BIPIN MODI HOUSE TO PANKAJ MANDAL HOUSE VIA DEEPAK RAJAK HOUSE IN SOUTH OF DHARHARA BLOCK,2023-11-02,396106.0,2023-12-18,396106.0,Physical Inspection,1.0,396106.0,396106.0,396106.0,2024-02-12,2024-02-12,Pushpam Singh,True,2025-07-08,396106.0
Normal/Others,WS/MP053/2023-2024/43869,Bihar,MUNGER,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC ROAD FROM JAGDISH SAH HOUSE NEAR RATAN SAW TO MANOHAR TANTI HOUSE IN WARD 4 DHARHARA DAKCHIN PANCHAYAT,2023-11-02,396071.0,2023-12-18,396071.0,Physical Inspection,1.0,396071.0,396071.0,396071.0,2024-02-12,2024-02-12,Pushpam Singh,True,2025-07-08,396071.0
Normal/Others,WS/MP053/2023-2024/43870,Bihar,MUNGER,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC ROAD IN VILLAGE SABAIYA ST TOLA IN BANGALWA PANCHAYAT FROM RAJESH MARANDI HOUSE TO SUBODH MARANDI HOUSE,2023-11-02,395662.0,2023-12-18,395662.0,Physical Inspection,1.0,395662.0,395662.0,395662.0,2024-05-15,2024-05-15,Malti Devi,True,2025-07-15,395662.0
Normal/Others,WS/MP053/2023-2024/43871,Bihar,MUNGER,Shri Khiru Mahto (2022-28) (2022-2028),Elected MP,CONSTRUCTION OF PCC ROAD WITH NALA FROM ORTHO ROAD VIA PRAMOD YADAV HOUSE TO DAHI YADAV HOUSE IN MANGARH MAHARNNA PANCHAYAT,2023-11-02,395118.0,2023-12-18,395118.0,Physical Inspection,1.0,395118.0,395118.0,395118.0,2024-02-12,2024-02-12,Malti Devi,True,2025-07-08,395118.0
