"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"81","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43903","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","02-Jun-2024","Samir kumar Ranjan","Payment Success","348058"
"82","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43904","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","28-May-2024","Chhavi Kumari","Payment Success","397542"
"83","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43910","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","06-Mar-2024","Mukesh Kumar Singh","Payment Success","398180"
"84","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43911","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","29-Jun-2024","PARFULLA KUMAR","Payment Success","387537"
"85","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43912","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","04-Mar-2024","Sumit Kumar Nirala","Payment Success","396802"
"86","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43913","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","12-Nov-2024","KUNDAN KUMAR","Payment Success","394865"
"87","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43914","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","05-Jul-2024","KOMAL RAJ","Payment Success","346702"
"88","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43916","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","04-Mar-2024","KOMAL RAJ","Payment Success","398435"
"89","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43918","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","21-Mar-2024","Malti Devi","Payment Success","399417"
"90","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43919","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","25-May-2024","Diwakar Kumar","Payment Success","397332"
"91","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43920","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","11-Feb-2025","PRADEEP KUMAR","Payment Success","348337"
"92","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43921","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","17-Dec-2024","Sumit Kumar Nirala","Payment Success","394938"
