"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"78","Normal/Others","WS/MP019/2023-2024/49080-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of a solar high mast light near Vikas's house in Gram Panchayat Dhobahi.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","16-Nov-2024","119000.78"
"79","Normal/Others","WS/MP019/2023-2024/49043-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near Vivekananda Bal Vidya Mandir in village Odar.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","16-Nov-2024","119000.66"
"80","Normal/Others","WS/MP019/2023-2024/49081-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Near Pawan Mishra's house in Gram Panchayat Shajaur.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","16-Nov-2024","119000.78"
"81","Normal/Others","WS/MP019/2023-2024/49090-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light at the intersection near the house of Jai Singh Vakil in village Kushi of development block Rawtersganj.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","16-Nov-2024","119000.78"
"82","Normal/Others","WS/MP019/2023-2024/49091-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near Gorakhnath's house in village Patriha of development block Duddhi.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","07-May-2025","119001"
"83","Normal/Others","WS/MP019/2023-2024/49099-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of a solar high mast light on the main road of Gram Panchayat Amauli of Rawatsganj development block.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","16-Nov-2024","119000.78"
"84","Normal/Others","WS/MP019/2023-2024/49269-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Work of solar high mast light near Triyugi's house on village Semra Tarawan border.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","07-May-2025","119001"
"85","Normal/Others","WS/MP019/2023-2024/49272-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Work of installing solar high mast light near the cow shed of Jhakahin Ashram.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","17-Oct-2024","119000.78"
"86","Normal/Others","WS/MP019/2023-2024/49270-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near Shiv ji temple in Gram Panchayat Khaddeur.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","21-Oct-2024","119000.66"
"87","Normal/Others","WS/MP019/2023-2024/49273-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near Dheere Beere's house in village Juri  of development block Ghoraval.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","21-Oct-2024","119000.66"
"88","Normal/Others","WS/MP019/2023-2024/49325-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of a solar high mast light near the house of Lal Mohan Gond in Gram Panchayat Raspahari of development block Myorpur.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","07-May-2025","119001"
"89","Normal/Others","WS/MP019/2023-2024/60510-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near Bhola Singh's house in development block Chatra Babhnaul.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","16-Nov-2024","119000.66"
"90","Normal/Others","WS/MP019/2023-2024/49092-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Work of installing high mast light near Gram Panchayat Guradah Shiv Temple.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","19-Sep-2024","696581.14"
"91","Normal/Others","WS/MP019/2023-2024/49093-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Work of installing high mast light near Brahmababa temple in Gram Panchayat Muther.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","19-Sep-2024","696512.9"
"92","Normal/Others","WS/MP019/2023-2024/49095-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Work of installing high mast light at Gram Panchayat Khempur intersection of development block.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","19-Sep-2024","696581.14"
"93","Normal/Others","WS/MP019/2023-2024/49094-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Work of installing high mast light at Gram Panchayat Devatan intersection of Kon development block.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","19-Sep-2024","696581.14"
"94","Normal/Others","WS/MP019/2023-2024/49097-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Work of installing high mast light at Sammat Chauhre in Gram Panchayat Kota of Chopan development block.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","19-Sep-2024","696581.14"
"95","Normal/Others","WS/MP019/2023-2024/49096-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Work of installation of high mast light at Karamdad intersection in Guradah Gram Panchayat of Chopan development block.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","19-Sep-2024","696581.14"
"96","Normal/Others","WS/MP019/2023-2024/49098-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Work of installing high mast light at the intersection in Gram Panchayat Agori Khas of Chopan development block.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","19-Sep-2024","696580.34"
"97","Normal/Others","WS/MP019/2023-2024/49274-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Work of installing high mast light at the intersection near Khraundhi Lalli Peepal tree, Gram Panchayat of Kone development block.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","19-Sep-2024","696512.9"
"98","Normal/Others","WS/MP019/2023-2024/49326-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Construction work of a high mast light near Jhakahin Ashram Gate on the main road from Shahganj to Imlipur.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","19-Sep-2024","696512.9"
"99","Normal/Others","WS/MP019/2023-2024/48512-Installing community drinking water plants","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of solar water pump near Lakhan Baba Baburha in village Kohratha of development block Ghoraval.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","19-Sep-2024","492189.6"
"100","Normal/Others","WS/MP019/2023-2024/49054-Installing community drinking water plants","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of solar water pump (with bore) for public drinking water at Government Girls High School (Joint) Dighul Duddhi.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","19-Sep-2024","492190"
"101","Normal/Others","WS/MP019/2023-2024/49056-Installing community drinking water plants","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of solar water pump (with bore) for public drinking water near Shobhnath's house in Gram Panchayat Mahuli.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","19-Sep-2024","492190"
"102","Normal/Others","WS/MP019/2023-2024/49055-Installing community drinking water plants","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of solar water pump (with bore) for public drinking water on the east side next to the house of Gram Panchayat Teraha Ram Prasad.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","19-Sep-2024","492190"
"103","Normal/Others","WS/MP019/2023-2024/49100-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of solar pump near primary school Dhuria in development block Chatra.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","19-Sep-2024","492189.6"
"104","Normal/Others","WS/MP019/2023-2024/49086-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","One solar high mast light each near Hanuman ji temple in Gram Panchayat Taranwa and Shankar ji temple located near the school. (two lights)","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","07-May-2025","238001.32"
"105","Normal/Others","WS/MP019/2023-2024/48506-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Two solar high mast lights each in Government Scheduled Caste Hostel Boys Vichapai,  Robertsganj and Government Scheduled Caste Hostel Girls Urmoura. (4 lights at the rate of Rs. 1.30 lakh each)","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","20-Jun-2025","476002.64"
"106","Normal/Others","WS/MP019/2023-2024/48518-Construction of culverts and bridges","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Construction work of culvert on Siyari drain in Tola-Tenudah of Gram Panchayat jogel of Chopan development block.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","07-May-2025","994260.63"
"107","Normal/Others","WS/MP019/2023-2024/48517-Construction of culverts and bridges","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Construction of culvert near Ram Aadhar's house in development block Robertsganj Gram Panchayat Bahuarah.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","21-May-2025","998126.42"
"108","Normal/Others","WS/MP019/2023-2024/48563-Construction of culverts and bridges","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Construction of culvert on the road from Nandlal Patel's house to Mahdeva pond in development block Karma Gram Panchayat Sirvit.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","07-May-2025","999167.61"
"109","Normal/Others","WS/MP019/2023-2024/49102-Construction of culverts and bridges","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Construction of culvert on Chakroad near Pokhara in Gram Panchayat Tekuria.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","07-May-2025","993123.35"
"110","Normal/Others","WS/MP019/2023-2024/49101-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Construction work of CC road from Primary School to Benkat Chandra's house in development block Chatra Gram Panchayat Bagahi.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","21-May-2025","996642.69"
"111","Normal/Others","WS/MP019/2023-2024/60512-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Work of installing 15 kilo watt solar power plant (with battery) near Gurudwara School in Chopan development block.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","30-Jun-2025","2434907.49"
"112","Normal/Others","WS/MP019/2023-2024/49053-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","CC road 210 meters from Sehagu Gupta's house to Jawahir's farm in Kurhul.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","Images","30-Nov-2024","964310"
"113","Normal/Others","WS/MP019/2023-2024/47533-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of one high mast light near the office of Gram Panchayat Raspahari.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","Images","14-Jan-2026","689337"
"114","Normal/Others","WS/MP019/2023-2024/49266-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of high mast light near Banavasi Seva Ashram Govindpur Hospital complex in development block myorpur.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","Images","14-Jan-2026","688855"
"115","Normal/Others","WS/MP019/2023-2024/48382-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of one high mast light near the premises of the Community Health Center in Gram Panchayat Mewarpur development block.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","Images","14-Jan-2026","690146"
"116","Normal/Others","WS/MP019/2023-2024/46981-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of high mast light  near Ramlila Maidam in village Chakariya of Kon development block.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","14-Jan-2026","699832"
"117","Normal/Others","WS/MP019/2023-2024/47031-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Work of high mast light near Panchayat building of  Gram Panchayat Mitihiniya of Kone development block.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","14-Jan-2026","680176"
"118","Normal/Others","WS/MP019/2023-2024/48564-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of one high mast light near Chandrabhan's house in Gram Panchayat kuarava of Kon development block.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","14-Jan-2026","699761"
"119","Normal/Others","WS/MP019/2023-2024/48565-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of one high mast light near the house of Balakan Nayak in Gram Panchayat Kuarava of Kone development block.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","14-Jan-2026","699761"
"120","Normal/Others","WS/MP019/2023-2024/49040-Construction of culverts and bridges","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Construction work of culvert on the road near Vijay Singh's house in Gram Panchayat Naudiha.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","14-Jan-2026","1498970"
"121","Normal/Others","WS/MP019/2023-2024/49268-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Construction of CC road from Sushil Jaiswal's house to Panchayat building in Gram Sabha corner of which development block. Length-170m.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","14-Jan-2026","999469"
"122","Normal/Others","WS/MP019/2023-2024/48516-Installing community drinking water plants","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of solar pump from Dayashankar Gupta's farm towards east on the south side of the house of Bhagwandas son late Ram Prasad in Gram Panchayat Kudari of development block Mayorpur.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","Images","14-Jan-2026","483590"
"123","Normal/Others","WS/MP019/2023-2024/47568-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","A high mast light at Tirahe near Smriti Dwar on Piprakhad climb of Gram Panchayat Ikdiri.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","Images","14-Jan-2026","669202"
"124","Normal/Others","WS/MP019/2023-2024/46809-Construction of additional rooms and halls in the existing public and community building","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Construction work of community multipurpose building near Durgaji temple in village Tilauli Kalan of development block Ghorval.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","Images","14-Jan-2026","4998019"
"125","Normal/Others","WS/MP019/2023-2024/46974-Construction of culverts and bridges","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Construction of culvert near Pidaria Tilauli main road, New Basti Belwa pond of development block Ghoraval.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","Images","14-Jan-2026","1499349"
"126","Normal/Others","WS/MP019/2023-2024/49041-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Inter-linking work from Lale Pal's house in Bhatihwa to the main road in village Hinauti.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","Images","14-Jan-2026","999317"
"127","Normal/Others","WS/MP019/2023-2024/49038-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Inter-linking work from Ramnivas house to Harijan Basti in village Sihaval.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","Images","14-Jan-2026","999641"
"128","Normal/Others","WS/MP019/2023-2024/46780-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of high mast light near Barambaba in village Mushrdhara of development block Ghorval.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","Images","14-Jan-2026","699515"
"129","Normal/Others","WS/MP019/2023-2024/46779-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of high mast light near Kadiya Sannait Baba of village Mukkha of development block Ghorval.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","Images","14-Jan-2026","699306"
