"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"302","Normal/Others","WS/MP842/2026-2027/287211-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Alsheri-Cholakkal  Road","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","10-Aug-2026","599385"
"303","Normal/Others","WS/MP842/2025-2026/144236-Purchase of vans and buses for educational institutions","Kerala","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Purchase of battery operated Buggy For Transportation of Divyang Students inside Mar Ivanios College Campus","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","13-Aug-2026","574000"
"304","Normal/Others","WS/MP842/2025-2026/251129-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Construction of Thekkumuri Thamizthara Road (Concrete) in ward no 15th, Marutharoad Gramapanchayath, Malampuzha Block panchayath","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","24-Aug-2026","423582"
"305","Normal/Others","WS/MP18329/2025-2026/140057-Purchase of vans and buses for educational institutions","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Over 1500 students study at Puthunagar Muslim Higher Secondary School, which comes under Palakkad Sub District. A school bus is highly essential for this school. I am sanctioning the amount to purchase a Tata bus from GeM - with a seating capacity of 27+1, complete the entire work, and make it travel-worthy. The details of the bus are given below.  TATA MOTORS TYPE IV (School Bus) Non Deluxe Bus(NDX) with Passenger Carrying Capacity of 28 Nos. (Tata Cityride School 27+A+D LP 410/33 BS-6)","Shri Haris Beeran (2024-30) (NaN-NaN)","Elected MP","Images","25-Nov-2025","2075534"
"306","Normal/Others","WS/MP18329/2025-2026/232558-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA)","Construction of Cherupilakkal- KK Wire Cut Bricks Road","Shri Haris Beeran (2024-30) (NaN-NaN)","Elected MP","N/A","10-Mar-2026","444956"
"307","Normal/Others","WS/MP18329/2025-2026/204770-Construction of rainwater harvesting structures","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Market - Palakkottal  Road Drainage  Construction","Shri Haris Beeran (2024-30) (NaN-NaN)","Elected MP","Images","25-Mar-2026","499224"
"308","Normal/Others","WS/MP18329/2025-2026/156800-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of new road: Nedungad - Koonampara road","Shri Haris Beeran (2024-30) (NaN-NaN)","Elected MP","Images","21-Apr-2026","3654632"
"309","Normal/Others","WS/MP18329/2025-2026/205464-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA)","construction of Madathikandam padinjare veed  road , Ward 8  Vadakkumuri , of Thodupuzha Municipality , Idukki District.","Shri Haris Beeran (2024-30) (NaN-NaN)","Elected MP","Images","02-May-2026","439812"
"310","Normal/Others","WS/MP18329/2024-2025/162284-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA)","Construction of new road:- Muvattupuzha Taluk, Payipra Grama Panchayat, ward 17, Chakkunnam Ambalam - Ponnoppadi Juma Masjid canal bund road.","Shri Haris Beeran (2024-30) (NaN-NaN)","Elected MP","Images","29-Apr-2026","400062"
"311","Normal/Others","WS/MP18329/2025-2026/205435-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Construction of Chittoor Kundaruppan Kadu Road.","Shri Haris Beeran (2024-30) (NaN-NaN)","Elected MP","Images","12-May-2026","420055"
"312","Normal/Others","WS/MP18329/2025-2026/160823-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Constructi on of new road: Nedungad - Koonampa ra road: Panakkad - Thekkethodu road. (Pukkoya Thangal Road)","Shri Haris Beeran (2024-30) (NaN-NaN)","Elected MP","Images","29-Jul-2026","725857"
"313","Normal/Others","WS/MP18329/2025-2026/205469-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA)","Construction of  Perumpillichira thekkekara link road,Ward 7 Perumpillichira   of Kumaramangalam Panchayat, under Kumaramangalam  Village in the Thodupuzha Block, Idukki District.","Shri Haris Beeran (2024-30) (NaN-NaN)","Elected MP","Images","22-Aug-2026","382047"
"314","Normal/Others","WS/MP100/2025-2026/158074-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Concreting of Thunduvila Lane","Shri Jose K. Mani (2024-30) (NaN-NaN)","Elected MP","Images","29-Dec-2025","353523"
"315","Normal/Others","WS/MP100/2025-2026/158075-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Construction of Korapparambu – Chittiyamkonam Road","Shri Jose K. Mani (2024-30) (NaN-NaN)","Elected MP","Images","05-Feb-2026","407926"
"316","Normal/Others","WS/MP100/2025-2026/158033-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Construction of Karimattom – Muzhuvanalkunnu – Jalanidhi Road","Shri Jose K. Mani (2024-30) (NaN-NaN)","Elected MP","Images","16-Feb-2026","383141"
"317","Normal/Others","WS/MP100/2024-2025/160440-Lighting of public spaces","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Installation of High Mast Light at St Michaels School Junction Pravithanam","Shri Jose K. Mani (2024-30) (NaN-NaN)","Elected MP","Images","17-Feb-2026","335001"
"318","Normal/Others","WS/MP100/2025-2026/158079-Lighting of public spaces","Kerala","IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA)","Installation of Mini Mast Light at Rajakkad Town (Near Bus Stand)","Shri Jose K. Mani (2024-30) (NaN-NaN)","Elected MP","Images","18-Feb-2026","169846"
"319","Normal/Others","WS/MP100/2025-2026/158049-Lighting of public spaces","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Installation of Mini Mast Light at Kadambazhippuram Church Junction","Shri Jose K. Mani (2024-30) (NaN-NaN)","Elected MP","Images","10-Mar-2026","188349"
"320","Normal/Others","WS/MP100/2025-2026/158040-Lighting of public spaces","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Installation of Mini Mast Light at Mannakkanad Valiyapara Junction","Shri Jose K. Mani (2024-30) (NaN-NaN)","Elected MP","N/A","16-Mar-2026","167946"
"321","Normal/Others","WS/MP100/2025-2026/201958-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Construction of Ottapoyyil Kalambukattupady Road","Shri Jose K. Mani (2024-30) (NaN-NaN)","Elected MP","Images","29-Aug-2026","499424"
"322","Normal/Others","WS/MP100/2025-2026/158076-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Construction of Sreenarayanaguru Ambalam- Vavanakulangara Road","Shri Jose K. Mani (2024-30) (NaN-NaN)","Elected MP","N/A","02-May-2026","472568"
"323","Normal/Others","WS/MP100/2025-2026/158077-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Construction of Ezhachery Vallikunnel Road","Shri Jose K. Mani (2024-30) (NaN-NaN)","Elected MP","N/A","24-Apr-2026","353920"
"324","Normal/Others","WS/MP100/2025-2026/202445-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Five Lap top  Bharatheeya Vidya Mandiram, Kidangoor South","Shri Jose K. Mani (2024-30) (NaN-NaN)","Elected MP","Images","02-May-2026","176035"
"325","Normal/Others","WS/MP100/2025-2026/202139-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Construction of Flat Line Road","Shri Jose K. Mani (2024-30) (NaN-NaN)","Elected MP","Images","04-May-2026","466465"
"326","Normal/Others","WS/MP100/2025-2026/201887-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KASARAGOD(DISTRICT COLLECTOR KASARAGOD_IDA)","Construction of Kulangarady Thadathil Road","Shri Jose K. Mani (2024-30) (NaN-NaN)","Elected MP","Images","05-May-2026","449765"
"327","Normal/Others","WS/MP100/2025-2026/158018-Lighting of public spaces","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Installation of Mini Mast Light at Amanakara Jn Starting Point of Methiri  Poovakkulam Road","Shri Jose K. Mani (2024-30) (NaN-NaN)","Elected MP","N/A","08-May-2026","167957"
"328","Normal/Others","WS/MP100/2025-2026/158045-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Construction of balance portion of Pathikkal – Keecheripady - Govt L P School – Manal Road","Shri Jose K. Mani (2024-30) (NaN-NaN)","Elected MP","Images","11-May-2026","171841"
"329","Normal/Others","WS/MP100/2025-2026/202191-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Construction of Kannukuzhy  Thekkekadavanapuzha Road","Shri Jose K. Mani (2024-30) (NaN-NaN)","Elected MP","Images","13-May-2026","481887"
"330","Normal/Others","WS/MP100/2025-2026/202218-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Construction of Nariyanani  EVC Unnathi Road","Shri Jose K. Mani (2024-30) (NaN-NaN)","Elected MP","Images","14-May-2026","437234"
"331","Normal/Others","WS/MP100/2025-2026/158028-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Construction of Kattakuthipady  Kurisumala Road","Shri Jose K. Mani (2024-30) (NaN-NaN)","Elected MP","Images","15-May-2026","632761"
"332","Normal/Others","WS/MP100/2025-2026/201999-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Construction of Pilathody Palam -Kunchayibhavanam Road","Shri Jose K. Mani (2024-30) (NaN-NaN)","Elected MP","Images","11-Aug-2026","277131"
"333","Normal/Others","WS/MP100/2025-2026/202113-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Construction of Kunnukuzhy Ellikkal Road","Shri Jose K. Mani (2024-30) (NaN-NaN)","Elected MP","Images","23-Jul-2026","493790"
"334","Normal/Others","WS/MP100/2024-2025/158047-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Construction of Ettolikkal Road","Shri Jose K. Mani (2024-30) (NaN-NaN)","Elected MP","Images","22-Jul-2026","974387"
"335","Normal/Others","WS/MP100/2025-2026/202431-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Construction of Parambram Kadamkuzhy Canal Road","Shri Jose K. Mani (2024-30) (NaN-NaN)","Elected MP","Images","23-Jul-2026","691345"
"336","Normal/Others","WS/MP100/2025-2026/202422-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Construction of Thannoorkari Malappuram Road","Shri Jose K. Mani (2024-30) (NaN-NaN)","Elected MP","Images","23-Jul-2026","399043"
"337","Normal/Others","WS/MP100/2025-2026/158032-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Construction of Ettathottu – Maliyekkal – Anikkuzhy – Thannippara Road","Shri Jose K. Mani (2024-30) (NaN-NaN)","Elected MP","Images","24-Aug-2026","379189"
"338","Normal/Others","WS/MP100/2025-2026/202177-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Construction of Veliyath Kannala Road","Shri Jose K. Mani (2024-30) (NaN-NaN)","Elected MP","Images","14-Aug-2026","382627"
"339","Normal/Others","WS/MP100/2025-2026/202138-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Construction of Pulinkala Marambu Road","Shri Jose K. Mani (2024-30) (NaN-NaN)","Elected MP","Images","20-Aug-2026","399908"
"340","Normal/Others","WS/MP100/2025-2026/202198-Lighting of public spaces","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Installation of Mini Mast Light at Vandanpathal Top Jn","Shri Jose K. Mani (2024-30) (NaN-NaN)","Elected MP","Images","10-Aug-2026","163914"
"341","Repair and Renovation","WS/MP100/2025-2026/201984-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA)","Construction of Nediyasala  Pottambra Road","Shri Jose K. Mani (2024-30) (NaN-NaN)","Elected MP","Images","31-Aug-2026","699635"
"342","Normal/Others","WS/MP18405/2024-2025/163636-Lighting of public spaces","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Solar Mini Mast Light at Velyancode Public health Center Area at Ward-12 Kothamukku","Shri P. P. Suneer (2024-30) (NaN-NaN)","Elected MP","Images","05-Aug-2025","293974"
"343","Normal/Others","WS/MP18405/2024-2025/163637-Lighting of public spaces","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Solar Mini Mast Light at Kodancheri Juma Masjid Area at Ward-12 Marancheri GP","Shri P. P. Suneer (2024-30) (NaN-NaN)","Elected MP","N/A","06-Aug-2025","293974"
"344","Normal/Others","WS/MP18405/2025-2026/169005-Lighting of public spaces","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Solar MiniMast Light Installation at Nilapparambu -Kakkerikulambu Road Junction,ward-13,Othukkungal Grama Panchayat","Shri P. P. Suneer (2024-30) (NaN-NaN)","Elected MP","Images","28-Oct-2025","293974"
"345","Normal/Others","WS/MP18405/2025-2026/163632-Lighting of public spaces","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Installation Of Solar MiniMast Light at KSEB Road -Poovattukundu Road Junction","Shri P. P. Suneer (2024-30) (NaN-NaN)","Elected MP","Images","18-Nov-2025","293974"
"346","Normal/Others","WS/MP18405/2025-2026/241007-Purchase of hospital equipment","Kerala","WAYANAD(DISTRICT COLLECTOR WAYANAD_IDA)","Purchase of Ophthalmic unit Equipments- Contactless Tonometer and Automatic Refractometer for Noolpuzha Family Health Centre of ward-6 of Noolpuzha Grama Panchayat ,Wayanad","Shri P. P. Suneer (2024-30) (NaN-NaN)","Elected MP","Images","11-Apr-2026","980130"
"347","Normal/Others","WS/MP18405/2025-2026/180619-Purchase of vans and buses for educational institutions","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Purchase of School Bus for Marancheri Govt. Higher Secondary School  for  the transportation of their  students  to School and back.","Shri P. P. Suneer (2024-30) (NaN-NaN)","Elected MP","Images","21-Aug-2026","2579526"
"348","Normal/Others","WS/MP18405/2025-2026/163630-Lighting of public spaces","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Installation of Solar Low Mast light at Veluthirankunnu-Vattapparamba-Moolupilakkal Junction of kizhakkechungam ward(ward-26 )Kondotty Municipality","Shri P. P. Suneer (2024-30) (NaN-NaN)","Elected MP","Images","18-Feb-2026","295528"
"349","Normal/Others","WS/MP18405/2025-2026/180622-Lighting of public spaces","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Setting up of Solar Mini Mast Light at Mukkoode Junction -Chirayil Ward(Ward-28)of Kondotty Municipality","Shri P. P. Suneer (2024-30) (NaN-NaN)","Elected MP","Images","18-Feb-2026","299934"
"350","Normal/Others","WS/MP18405/2025-2026/156757-Purchase of vans and buses for educational institutions","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Purchase of School Bus for Buds Rehabilitation Centre owned by Mambad Grama Panchayat","Shri P. P. Suneer (2024-30) (NaN-NaN)","Elected MP","Images","24-Feb-2026","1613458"
"351","Normal/Others","WS/MP18405/2025-2026/156773-Installation of multi-gym equipment","Kerala","ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA)","Purchase and Installation of Gym equipments for She space and Gym set up by Thuravur GramaPanchayat","Shri P. P. Suneer (2024-30) (NaN-NaN)","Elected MP","Images","27-Apr-2026","257290"
"352","Normal/Others","WS/MP18405/2025-2026/168806-Lighting of public spaces","Kerala","WAYANAD(DISTRICT COLLECTOR WAYANAD_IDA)","Installation of  Solar HighMast Light at Turkey-Narayanakandi-Anganawadi Junction of Ward-25 (Turkey)of Kalpetta Municipality","Shri P. P. Suneer (2024-30) (NaN-NaN)","Elected MP","Images","12-May-2026","449193"
"353","Normal/Others","WS/MP18405/2025-2026/257567-Lighting of public spaces","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Setting up of Solar Mini Mast light at ward -14 of Perumpadappu GP Ayroor Centre","Shri P. P. Suneer (2024-30) (NaN-NaN)","Elected MP","Images","06-Aug-2026","293975"
"354","Normal/Others","WS/MP18405/2025-2026/228378-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Concrete Work of Kunnath Velayudhan Road","Shri P. P. Suneer (2024-30) (NaN-NaN)","Elected MP","Images","06-Aug-2026","827307"
"355","Normal/Others","WS/MP18405/2025-2026/183142-Lighting of public spaces","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Installation of Solar Mini Mast light at Pottakulangara Temple Kurukkankunnu Road End  Ward 15 Trikkalangode Grama Panchayat","Shri P. P. Suneer (2024-30) (NaN-NaN)","Elected MP","Images","07-Aug-2026","297999"
"356","Normal/Others","WS/MP18405/2025-2026/163631-Lighting of public spaces","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Installation of Solar Mini Mast Light at Town Hall Junction of ward-33,Manjeri Municipality","Shri P. P. Suneer (2024-30) (NaN-NaN)","Elected MP","Images","14-Aug-2026","293975"
"357","Normal/Others","WS/MP18405/2025-2026/169040-Lighting of public spaces","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Installation of Solar MiniMast Light at Mattida Colony-Kovilakam Road Juntion of ward-33 of Manjeri Municipality","Shri P. P. Suneer (2024-30) (NaN-NaN)","Elected MP","Images","13-Aug-2026","293975"
"358","Normal/Others","WS/MP18405/2025-2026/257568-Lighting of public spaces","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Installation of Solar Mini Mast Light at  Ward-15 of Ozhur GP of Tirur  Taluk(at Junction Near Thalakkattoor Issathul Islam Madrassa)","Shri P. P. Suneer (2024-30) (NaN-NaN)","Elected MP","Images","06-Aug-2026","299838"
"359","Normal/Others","WS/MP18405/2025-2026/180621-Lighting of public spaces","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Setting up of Solar  High Mast Light at Kureeri Junction ,Vettilappara Village","Shri P. P. Suneer (2024-30) (NaN-NaN)","Elected MP","Images","31-Jul-2026","403694"
"360","Normal/Others","WS/MP18405/2025-2026/169041-Lighting of public spaces","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Installation of Solar  MiniMast Light at Kattungal(Manjeri-Malappuram Main Road-Near Pump House at   Kallada puzha area ) in ward-7 of Malappuram Municipality","Shri P. P. Suneer (2024-30) (NaN-NaN)","Elected MP","Images","06-Aug-2026","300000"
"Grand Total"," "," "," "," "," "," "," "," "," ","31,05,76,342"
