"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"594","Normal/Others","WS/MP053/2025-2026/196425-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the boundary of Awadh singh to the house of Ravishankar Kumar in ward no.1 village -Chainpur","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","29-Jun-2025","1480440"
"595","Normal/Others","WS/MP053/2025-2026/196446-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the plot of Brajesh kumar to the house of biren singh in ward no. 01","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","29-Jun-2025","1336700"
"596","Normal/Others","WS/MP053/2025-2026/196445-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the farm house of Vijay Sarpanch jee to the boundary of Bishop School","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","29-Jun-2025","1480080"
"597","Normal/Others","WS/MP053/2025-2026/196424-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the house of Rajnish kumar to the house of Manoj Kumar","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","29-Jun-2025","1480179"
"598","Normal/Others","WS/MP053/2024-2025/179155-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Construction of PCC road from the house  of Devki Baitha to the house of Manish Pandey and from the land of Ishwar jee to the Akash bhavan","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","13-Jan-2026","1480654"
"599","Normal/Others","WS/MP053/2025-2026/191076-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the house of Vimla Kumari to the house of Arun Ojha jee in Laxminagar East.","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","10-Jul-2025","1480034"
"600","Normal/Others","WS/MP053/2025-2026/191077-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the house of Kamlesh Kumar to the house of Shailesh Mistri  in Laxminagar East.","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","10-Jul-2025","494823"
"601","Normal/Others","WS/MP053/2023-2024/43929-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM SUBODH SAH HOUSE TO KUNO YADAV HOUSE IN TIKARAMPUR PANCHAYAT","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","07-Aug-2025","393753"
"602","Normal/Others","WS/MP053/2025-2026/196447-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from primary school to the boundary wall of sudama singh in ward no.14 Rampur","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","16-Jul-2025","1277400"
"603","Normal/Others","WS/MP053/2025-2026/196448-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the house of munna jee to the house of Dinkar jee in ward no.14 Rampur","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","16-Jul-2025","1475100"
"604","Normal/Others","WS/MP053/2025-2026/196449-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the plot of Ram Babu Singh to the boundary wall of Isranandan Singh in ward no.14 Rampur","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","16-Jul-2025","1479600"
"605","Normal/Others","WS/MP053/2025-2026/200098-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC Road from the plot of Manoj Singh to the Chhath Ghat in Chainpur Village","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","16-Jul-2025","1366904"
"606","Normal/Others","WS/MP053/2025-2026/179153-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Construction of PCC road from the REO road to the house of Nandkishor Shah in in ward no.12 in Madhuvan vedivan","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","N/A","30-Jul-2025","1483556"
"607","Normal/Others","WS/MP053/2025-2026/179154-Construction of public staircase/ stair ghat for public convenience","Bihar","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","construction of Bathing Ghat in Godai pokhra in Bediban madhuban","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","N/A","30-Jul-2025","1481666"
"608","Normal/Others","WS/MP053/2025-2026/196422-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the house of Ram jee towards gas godownin Lakshminagar","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2025","1283915"
"609","Normal/Others","WS/MP053/2025-2026/196423-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the house of PN singh towards SDM Road in lakshminagar","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2025","1285029"
"610","Normal/Others","WS/MP053/2025-2026/196426-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the cement factory to towards the house of Nirmala Devi.","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2025","1385841"
"611","Normal/Others","WS/MP053/2025-2026/179152-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Construction of PCC Road from the RWD road in ward 12 of Tajiyapur to the field of VIjay singh jee","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","31-Oct-2025","1483008"
"612","Normal/Others","WS/MP053/2025-2026/196456-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the plot of lalan prasad towards the plot of Kush singh","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","16-Oct-2025","1492600"
"613","Normal/Others","WS/MP053/2025-2026/196455-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the plot of Ramprakash singh to the house of Prabhat Kumar","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","17-Oct-2025","1492700"
"614","Normal/Others","WS/MP053/2025-2026/196454-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the house of Sanjeev jee to the plot of Bulkan Shah","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","17-Oct-2025","1491500"
"615","Normal/Others","WS/MP053/2025-2026/196453-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the house of Shambhu Singh towards Sita Nawal Path","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","17-Oct-2025","1492700"
"616","Normal/Others","WS/MP053/2025-2026/196452-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC Road from the  Shahpur Main Road towards the house of Sunder Paswan in jaganpura","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","17-Oct-2025","997200"
"617","Normal/Others","WS/MP053/2025-2026/196460-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the house of Shivkumar jee to the boundary of Anuj Thakur","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","17-Oct-2025","1492200"
"618","Normal/Others","WS/MP053/2025-2026/196459-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the house of rajesh kumar to the house of Kishor Sharma in Aashirvaad colony","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","17-Oct-2025","1492400"
"619","Normal/Others","WS/MP053/2025-2026/229739-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","construction of PCC road from the back gate of kotwali thana to the main building","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","17-Oct-2025","1298100"
"620","Normal/Others","WS/MP053/2025-2026/229741-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the Shiv Mandir to the Staff quarters.","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","17-Oct-2025","1147900"
"621","Normal/Others","WS/MP053/2025-2026/229738-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC Road from Nehru Path near kotwali Thana  to Shiv Mandir","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","17-Oct-2025","1298000"
"622","Normal/Others","WS/MP053/2025-2026/229740-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the Garage of kotwali thana to quarters in kotwali thana","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","17-Oct-2025","1247500"
"623","Normal/Others","WS/MP053/2025-2026/229767-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC Road in ward no.1 from the house of shashi singh to the house of yugal singh","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","11-Nov-2025","1495894"
"624","Normal/Others","WS/MP053/2025-2026/229758-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road in Ward no.13 from the house of Sudhir Kumar to the house of Vikki Kumar.","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","11-Nov-2025","1496908"
"625","Normal/Others","WS/MP053/2025-2026/229755-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","construction of pcc road in ward 4 lakshmichak tola from the house of prakash jee to the house of Dharmendra jee","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","11-Nov-2025","1497044"
"626","Normal/Others","WS/MP053/2025-2026/229757-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road in ward no.11,Varuna village from the house of Satish Kumar to the house of Chandan Kumar","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","11-Nov-2025","1495722"
"627","Normal/Others","WS/MP053/2025-2026/229754-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","construction of PCC road from the sampatchak main road to the house of ramesh singh","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","11-Nov-2025","1498043"
"628","Normal/Others","WS/MP053/2025-2026/229768-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the house of Nagendra jee to the house of sunil jee in ward no. 02","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","11-Nov-2025","998043"
"629","Normal/Others","WS/MP053/2025-2026/229756-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","construction of PCC road in  in ward no.11 varuna village from the house of Sunil jee to the the house of Ramaikbal jee","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","11-Nov-2025","1496012"
"630","Normal/Others","WS/MP053/2025-2026/220170-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","construction of PCC road from the house of Raju Kumar to the house of Dinesh Mahto","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","15-Nov-2025","1484200"
"631","Normal/Others","WS/MP053/2025-2026/220194-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","construction of PCC road from the house of Mukesh Kumar towards the house of Rajendra Mahto","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","15-Nov-2025","1492400"
"632","Normal/Others","WS/MP053/2025-2026/220156-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","construction of pcc road from the house of yash jee towards  the house of mukh sadak","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","15-Nov-2025","1493100"
"633","Normal/Others","WS/MP053/2025-2026/220173-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of pcc road from the house of dina jee to the house of Rajeev Yadav","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","15-Nov-2025","1489100"
"634","Normal/Others","WS/MP053/2025-2026/220196-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the house of Ritesh Yadav to the house of Karn Sharma","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","15-Nov-2025","1489700"
"635","Normal/Others","WS/MP053/2025-2026/220152-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the house of Dhananjay Singh towards the house of Kundan jee","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","19-Nov-2025","1489200"
"636","Normal/Others","WS/MP053/2025-2026/220172-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the house of manoj Mahto to the house of Ram Jee","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","28-Nov-2025","1484200"
"637","Normal/Others","WS/MP053/2025-2026/220171-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the house of tuntun kumar towards the house of ram khelawal mahto","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","28-Nov-2025","1478900"
"638","Normal/Others","WS/MP053/2025-2026/220154-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the house of keshri Bhavan towards the house of Naveen Kumar","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","28-Nov-2025","1495900"
"639","Normal/Others","WS/MP053/2025-2026/220169-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the house of Akhilesh jee to the house of Prakash jee","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","28-Nov-2025","1490900"
"640","Normal/Others","WS/MP053/2025-2026/220155-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the house of Ashok Mahto towards the house of shyam singh","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","28-Nov-2025","1494900"
"641","Normal/Others","WS/MP053/2025-2026/220153-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","construction of PCC Road from Kalindi residence towards the house of shashi jee","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","28-Nov-2025","1497200"
"642","Normal/Others","WS/MP053/2025-2026/232201-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road in Basant Bihar Colony from the house of  Suraj Sharma to the house of Rajkumar Singh.","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","13-Jan-2026","1494048"
